#ies_format_version: 1.0
#file: 20250801_1000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 1.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device_A_31
20250801;	174826;	1754050706.000;	           9
20250801;	174827;	1754050707.000;	           9
20250801;	174828;	1754050708.000;	           9
20250801;	174829;	1754050709.000;	           9
20250801;	174830;	1754050710.000;	           9
20250801;	174831;	1754050711.000;	           9
20250801;	174832;	1754050712.000;	           9
20250801;	174833;	1754050713.000;	           9
20250801;	174834;	1754050714.000;	           9
20250801;	174835;	1754050715.000;	           9
20250801;	174836;	1754050716.000;	           9
20250801;	174837;	1754050717.000;	           9
20250801;	174838;	1754050718.000;	           9
20250801;	174839;	1754050719.000;	           9
20250801;	174840;	1754050720.000;	           9
20250801;	174841;	1754050721.000;	           9
20250801;	174842;	1754050722.000;	           9
20250801;	174843;	1754050723.000;	           9
20250801;	174844;	1754050724.000;	           9
20250801;	174845;	1754050725.000;	           9
20250801;	174846;	1754050726.000;	           9
20250801;	174847;	1754050727.000;	           9
20250801;	174848;	1754050728.000;	           9
20250801;	174849;	1754050729.000;	           9
20250801;	174850;	1754050730.000;	           9
20250801;	174851;	1754050731.000;	           9
20250801;	174852;	1754050732.000;	           9
20250801;	174853;	1754050733.000;	           9
20250801;	174854;	1754050734.000;	           9
20250801;	174855;	1754050735.000;	           9
20250801;	174856;	1754050736.000;	           9
20250801;	174857;	1754050737.000;	           9
20250801;	174858;	1754050738.000;	           9
20250801;	174859;	1754050739.000;	           9
20250801;	174900;	1754050740.000;	           9
20250801;	174901;	1754050741.000;	           9
20250801;	174902;	1754050742.000;	           9
20250801;	174903;	1754050743.000;	           9
20250801;	174904;	1754050744.000;	           9
20250801;	174905;	1754050745.000;	           9
20250801;	174906;	1754050746.000;	           9
20250801;	174907;	1754050747.000;	           9
20250801;	174908;	1754050748.000;	           9
20250801;	174909;	1754050749.000;	           9
20250801;	174910;	1754050750.000;	           9
20250801;	174911;	1754050751.000;	           9
20250801;	174912;	1754050752.000;	           9
20250801;	174913;	1754050753.000;	           9
20250801;	174914;	1754050754.000;	           9
20250801;	174915;	1754050755.000;	           9
20250801;	174916;	1754050756.000;	           9
20250801;	174917;	1754050757.000;	           9
20250801;	174918;	1754050758.000;	           9
20250801;	174919;	1754050759.000;	           9
20250801;	174920;	1754050760.000;	           9
20250801;	174921;	1754050761.000;	           9
20250801;	174922;	1754050762.000;	           9
20250801;	174923;	1754050763.000;	           9
20250801;	174924;	1754050764.000;	           9
20250801;	174925;	1754050765.000;	           9
20250801;	174926;	1754050766.000;	           9
20250801;	174927;	1754050767.000;	           9
20250801;	174928;	1754050768.000;	           9
20250801;	174929;	1754050769.000;	           9
20250801;	174930;	1754050770.000;	           9
20250801;	174931;	1754050771.000;	           9
20250801;	174932;	1754050772.000;	           9
20250801;	174933;	1754050773.000;	           9
20250801;	174934;	1754050774.000;	           9
20250801;	174935;	1754050775.000;	           9
20250801;	174936;	1754050776.000;	           9
20250801;	174937;	1754050777.000;	           9
20250801;	174938;	1754050778.000;	           9
20250801;	174939;	1754050779.000;	           9
20250801;	174940;	1754050780.000;	           9
20250801;	174941;	1754050781.000;	           9
20250801;	174942;	1754050782.000;	           9
20250801;	174943;	1754050783.000;	           9
20250801;	174944;	1754050784.000;	           9
20250801;	174945;	1754050785.000;	           9
20250801;	174946;	1754050786.000;	           9
20250801;	174947;	1754050787.000;	           9
20250801;	174948;	1754050788.000;	           9
20250801;	174949;	1754050789.000;	           9
20250801;	174950;	1754050790.000;	           9
20250801;	174951;	1754050791.000;	           9
20250801;	174952;	1754050792.000;	           9
20250801;	174953;	1754050793.000;	           9
20250801;	174954;	1754050794.000;	           9
20250801;	174955;	1754050795.000;	           9
20250801;	174956;	1754050796.000;	           9
20250801;	174957;	1754050797.000;	           9
20250801;	174958;	1754050798.000;	           9
20250801;	174959;	1754050799.000;	           9
20250801;	175000;	1754050800.000;	           9
20250801;	175001;	1754050801.000;	           9
20250801;	175002;	1754050802.000;	           9
20250801;	175003;	1754050803.000;	           9
20250801;	175004;	1754050804.000;	           9
20250801;	175005;	1754050805.000;	           9
20250801;	175006;	1754050806.000;	           9
20250801;	175007;	1754050807.000;	           9
20250801;	175008;	1754050808.000;	           9
20250801;	175009;	1754050809.000;	           9
20250801;	175010;	1754050810.000;	           9
20250801;	175011;	1754050811.000;	           9
20250801;	175012;	1754050812.000;	           9
20250801;	175013;	1754050813.000;	           9
20250801;	175014;	1754050814.000;	           9
20250801;	175015;	1754050815.000;	           9
20250801;	175016;	1754050816.000;	           9
20250801;	175017;	1754050817.000;	           9
20250801;	175018;	1754050818.000;	           9
20250801;	175019;	1754050819.000;	           9
20250801;	175020;	1754050820.000;	           9
20250801;	175021;	1754050821.000;	           9
20250801;	175022;	1754050822.000;	           9
20250801;	175023;	1754050823.000;	           9
20250801;	175024;	1754050824.000;	           9
20250801;	175025;	1754050825.000;	           9
20250801;	175026;	1754050826.000;	           9
20250801;	175027;	1754050827.000;	           9
20250801;	175028;	1754050828.000;	           9
20250801;	175029;	1754050829.000;	           9
20250801;	175030;	1754050830.000;	           9
20250801;	175031;	1754050831.000;	           9
20250801;	175032;	1754050832.000;	           9
20250801;	175033;	1754050833.000;	           9
20250801;	175034;	1754050834.000;	           9
20250801;	175035;	1754050835.000;	           9
20250801;	175036;	1754050836.000;	           9
20250801;	175037;	1754050837.000;	           9
20250801;	175038;	1754050838.000;	           9
20250801;	175039;	1754050839.000;	           9
20250801;	175040;	1754050840.000;	           9
20250801;	175041;	1754050841.000;	           9
20250801;	175042;	1754050842.000;	           9
20250801;	175043;	1754050843.000;	           9
20250801;	175044;	1754050844.000;	           9
20250801;	175045;	1754050845.000;	           9
20250801;	175046;	1754050846.000;	           9
20250801;	175047;	1754050847.000;	           9
20250801;	175048;	1754050848.000;	           9
20250801;	175049;	1754050849.000;	           9
20250801;	175050;	1754050850.000;	           9
20250801;	175051;	1754050851.000;	           9
20250801;	175052;	1754050852.000;	           9
20250801;	175053;	1754050853.000;	           9
20250801;	175054;	1754050854.000;	           9
20250801;	175055;	1754050855.000;	           9
20250801;	175056;	1754050856.000;	           9
20250801;	175057;	1754050857.000;	           9
20250801;	175058;	1754050858.000;	           9
20250801;	175059;	1754050859.000;	           9
20250801;	175100;	1754050860.000;	           9
20250801;	175101;	1754050861.000;	           9
20250801;	175102;	1754050862.000;	           9
20250801;	175103;	1754050863.000;	           9
20250801;	175104;	1754050864.000;	           9
20250801;	175105;	1754050865.000;	           9
20250801;	175106;	1754050866.000;	           9
20250801;	175107;	1754050867.000;	           9
20250801;	175108;	1754050868.000;	           9
20250801;	175109;	1754050869.000;	           9
20250801;	175110;	1754050870.000;	           9
20250801;	175111;	1754050871.000;	           9
20250801;	175112;	1754050872.000;	           9
20250801;	175113;	1754050873.000;	           9
20250801;	175114;	1754050874.000;	           9
20250801;	175115;	1754050875.000;	           9
20250801;	175116;	1754050876.000;	           9
20250801;	175117;	1754050877.000;	           9
20250801;	175118;	1754050878.000;	           9
20250801;	175119;	1754050879.000;	           9
20250801;	175120;	1754050880.000;	           9
20250801;	175121;	1754050881.000;	           9
20250801;	175122;	1754050882.000;	           9
20250801;	175123;	1754050883.000;	           9
20250801;	175124;	1754050884.000;	           9
20250801;	175125;	1754050885.000;	           9
20250801;	175126;	1754050886.000;	           9
20250801;	175127;	1754050887.000;	           9
20250801;	175128;	1754050888.000;	           9
20250801;	175129;	1754050889.000;	           9
20250801;	175130;	1754050890.000;	           9
20250801;	175131;	1754050891.000;	           9
20250801;	175132;	1754050892.000;	           9
20250801;	175133;	1754050893.000;	           9
20250801;	175134;	1754050894.000;	           9
20250801;	175135;	1754050895.000;	           9
20250801;	175136;	1754050896.000;	           9
20250801;	175137;	1754050897.000;	           9
20250801;	175138;	1754050898.000;	           9
20250801;	175139;	1754050899.000;	           9
20250801;	175140;	1754050900.000;	           9
20250801;	175141;	1754050901.000;	           9
20250801;	175142;	1754050902.000;	           9
20250801;	175143;	1754050903.000;	           9
20250801;	175144;	1754050904.000;	           9
20250801;	175145;	1754050905.000;	           9
20250801;	175146;	1754050906.000;	           9
20250801;	175147;	1754050907.000;	           9
20250801;	175148;	1754050908.000;	           9
20250801;	175149;	1754050909.000;	           9
20250801;	175150;	1754050910.000;	           9
20250801;	175151;	1754050911.000;	           9
20250801;	175152;	1754050912.000;	           9
20250801;	175153;	1754050913.000;	           9
20250801;	175154;	1754050914.000;	           9
20250801;	175155;	1754050915.000;	           9
20250801;	175156;	1754050916.000;	           9
20250801;	175157;	1754050917.000;	           9
20250801;	175158;	1754050918.000;	           9
20250801;	175159;	1754050919.000;	           9
20250801;	175200;	1754050920.000;	           9
20250801;	175201;	1754050921.000;	           9
20250801;	175202;	1754050922.000;	           9
20250801;	175203;	1754050923.000;	           9
20250801;	175204;	1754050924.000;	           9
20250801;	175205;	1754050925.000;	           9
20250801;	175206;	1754050926.000;	           9
20250801;	175207;	1754050927.000;	           9
20250801;	175208;	1754050928.000;	           9
20250801;	175209;	1754050929.000;	           9
20250801;	175210;	1754050930.000;	           9
20250801;	175211;	1754050931.000;	           9
20250801;	175212;	1754050932.000;	           9
20250801;	175213;	1754050933.000;	           9
20250801;	175214;	1754050934.000;	           9
20250801;	175215;	1754050935.000;	           9
20250801;	175216;	1754050936.000;	           9
20250801;	175217;	1754050937.000;	           9
20250801;	175218;	1754050938.000;	           9
20250801;	175219;	1754050939.000;	           9
20250801;	175220;	1754050940.000;	           9
20250801;	175221;	1754050941.000;	           9
20250801;	175222;	1754050942.000;	           9
20250801;	175223;	1754050943.000;	           9
20250801;	175224;	1754050944.000;	           9
20250801;	175225;	1754050945.000;	           9
20250801;	175226;	1754050946.000;	           9
20250801;	175227;	1754050947.000;	           9
20250801;	175228;	1754050948.000;	           9
20250801;	175229;	1754050949.000;	           9
20250801;	175230;	1754050950.000;	           9
20250801;	175231;	1754050951.000;	           9
20250801;	175232;	1754050952.000;	           9
20250801;	175233;	1754050953.000;	           9
20250801;	175234;	1754050954.000;	           9
20250801;	175235;	1754050955.000;	           9
20250801;	175236;	1754050956.000;	           9
20250801;	175237;	1754050957.000;	           9
20250801;	175238;	1754050958.000;	           9
20250801;	175239;	1754050959.000;	           9
20250801;	175240;	1754050960.000;	           9
20250801;	175241;	1754050961.000;	           9
20250801;	175242;	1754050962.000;	           9
20250801;	175243;	1754050963.000;	           9
20250801;	175244;	1754050964.000;	           9
20250801;	175245;	1754050965.000;	           9
20250801;	175246;	1754050966.000;	           9
20250801;	175247;	1754050967.000;	           9
20250801;	175248;	1754050968.000;	           9
20250801;	175249;	1754050969.000;	           9
20250801;	175250;	1754050970.000;	           9
20250801;	175251;	1754050971.000;	           9
20250801;	175252;	1754050972.000;	           9
20250801;	175253;	1754050973.000;	           9
20250801;	175254;	1754050974.000;	           9
20250801;	175255;	1754050975.000;	           9
20250801;	175256;	1754050976.000;	           9
20250801;	175257;	1754050977.000;	           9
20250801;	175258;	1754050978.000;	           9
20250801;	175259;	1754050979.000;	           9
20250801;	175300;	1754050980.000;	           9
20250801;	175301;	1754050981.000;	           9
20250801;	175302;	1754050982.000;	           9
20250801;	175303;	1754050983.000;	           9
20250801;	175304;	1754050984.000;	           9
20250801;	175305;	1754050985.000;	           9
20250801;	175306;	1754050986.000;	           9
20250801;	175307;	1754050987.000;	           9
20250801;	175308;	1754050988.000;	           9
20250801;	175309;	1754050989.000;	           9
20250801;	175310;	1754050990.000;	           9
20250801;	175311;	1754050991.000;	           9
20250801;	175312;	1754050992.000;	           9
20250801;	175313;	1754050993.000;	           9
20250801;	175314;	1754050994.000;	           9
20250801;	175315;	1754050995.000;	           9
20250801;	175316;	1754050996.000;	           9
20250801;	175317;	1754050997.000;	           9
20250801;	175318;	1754050998.000;	           9
20250801;	175319;	1754050999.000;	           9
20250801;	175320;	1754051000.000;	           9
20250801;	175321;	1754051001.000;	           9
20250801;	175322;	1754051002.000;	           9
20250801;	175323;	1754051003.000;	           9
20250801;	175324;	1754051004.000;	           9
20250801;	175325;	1754051005.000;	           9
20250801;	175326;	1754051006.000;	           9
20250801;	175327;	1754051007.000;	           9
20250801;	175328;	1754051008.000;	           9
20250801;	175329;	1754051009.000;	           9
20250801;	175330;	1754051010.000;	           9
20250801;	175331;	1754051011.000;	           9
20250801;	175332;	1754051012.000;	           9
20250801;	175333;	1754051013.000;	           9
20250801;	175334;	1754051014.000;	           9
20250801;	175335;	1754051015.000;	           9
20250801;	175336;	1754051016.000;	           9
20250801;	175337;	1754051017.000;	           9
20250801;	175338;	1754051018.000;	           9
20250801;	175339;	1754051019.000;	           9
20250801;	175340;	1754051020.000;	           9
20250801;	175341;	1754051021.000;	           9
20250801;	175342;	1754051022.000;	           9
20250801;	175343;	1754051023.000;	           9
20250801;	175344;	1754051024.000;	           9
20250801;	175345;	1754051025.000;	           9
20250801;	175346;	1754051026.000;	           9
20250801;	175347;	1754051027.000;	           9
20250801;	175348;	1754051028.000;	           9
20250801;	175349;	1754051029.000;	           9
20250801;	175350;	1754051030.000;	           9
20250801;	175351;	1754051031.000;	           9
20250801;	175352;	1754051032.000;	           9
20250801;	175353;	1754051033.000;	           9
20250801;	175354;	1754051034.000;	           9
20250801;	175355;	1754051035.000;	           9
20250801;	175356;	1754051036.000;	           9
20250801;	175357;	1754051037.000;	           9
20250801;	175358;	1754051038.000;	           9
20250801;	175359;	1754051039.000;	           9
20250801;	175400;	1754051040.000;	           9
20250801;	175401;	1754051041.000;	           9
20250801;	175402;	1754051042.000;	           9
20250801;	175403;	1754051043.000;	           9
20250801;	175404;	1754051044.000;	           9
20250801;	175405;	1754051045.000;	           9
20250801;	175406;	1754051046.000;	           9
20250801;	175407;	1754051047.000;	           9
20250801;	175408;	1754051048.000;	           9
20250801;	175409;	1754051049.000;	           9
20250801;	175410;	1754051050.000;	           9
20250801;	175411;	1754051051.000;	           9
20250801;	175412;	1754051052.000;	           9
20250801;	175413;	1754051053.000;	           9
20250801;	175414;	1754051054.000;	           9
20250801;	175415;	1754051055.000;	           9
20250801;	175416;	1754051056.000;	           9
20250801;	175417;	1754051057.000;	           9
20250801;	175418;	1754051058.000;	           9
20250801;	175419;	1754051059.000;	           9
20250801;	175420;	1754051060.000;	           9
20250801;	175421;	1754051061.000;	           9
20250801;	175422;	1754051062.000;	           9
20250801;	175423;	1754051063.000;	           9
20250801;	175424;	1754051064.000;	           9
20250801;	175425;	1754051065.000;	           9
20250801;	175426;	1754051066.000;	           9
20250801;	175427;	1754051067.000;	           9
20250801;	175428;	1754051068.000;	           9
20250801;	175429;	1754051069.000;	           9
20250801;	175430;	1754051070.000;	           9
20250801;	175431;	1754051071.000;	           9
20250801;	175432;	1754051072.000;	           9
20250801;	175433;	1754051073.000;	           9
20250801;	175434;	1754051074.000;	           9
20250801;	175435;	1754051075.000;	           9
20250801;	175436;	1754051076.000;	           9
20250801;	175437;	1754051077.000;	           9
20250801;	175438;	1754051078.000;	           9
20250801;	175439;	1754051079.000;	           9
20250801;	175440;	1754051080.000;	           9
20250801;	175441;	1754051081.000;	           9
20250801;	175442;	1754051082.000;	           9
20250801;	175443;	1754051083.000;	           9
20250801;	175444;	1754051084.000;	           9
20250801;	175445;	1754051085.000;	           9
20250801;	175446;	1754051086.000;	           9
20250801;	175447;	1754051087.000;	           9
20250801;	175448;	1754051088.000;	           9
20250801;	175449;	1754051089.000;	           9
20250801;	175450;	1754051090.000;	           9
20250801;	175451;	1754051091.000;	           9
20250801;	175452;	1754051092.000;	           9
20250801;	175453;	1754051093.000;	           9
20250801;	175454;	1754051094.000;	           9
20250801;	175455;	1754051095.000;	           9
20250801;	175456;	1754051096.000;	           9
20250801;	175457;	1754051097.000;	           9
20250801;	175458;	1754051098.000;	           9
20250801;	175459;	1754051099.000;	           9
20250801;	175500;	1754051100.000;	           9
20250801;	175501;	1754051101.000;	           9
20250801;	175502;	1754051102.000;	           9
20250801;	175503;	1754051103.000;	           9
20250801;	175504;	1754051104.000;	           9
20250801;	175505;	1754051105.000;	           9
20250801;	175506;	1754051106.000;	           9
20250801;	175507;	1754051107.000;	           9
20250801;	175508;	1754051108.000;	           9
20250801;	175509;	1754051109.000;	           9
20250801;	175510;	1754051110.000;	           9
20250801;	175511;	1754051111.000;	           9
20250801;	175512;	1754051112.000;	           9
20250801;	175513;	1754051113.000;	           9
20250801;	175514;	1754051114.000;	           9
20250801;	175515;	1754051115.000;	           9
20250801;	175516;	1754051116.000;	           9
20250801;	175517;	1754051117.000;	           9
20250801;	175518;	1754051118.000;	           9
20250801;	175519;	1754051119.000;	           9
20250801;	175520;	1754051120.000;	           9
20250801;	175521;	1754051121.000;	           9
20250801;	175522;	1754051122.000;	           9
20250801;	175523;	1754051123.000;	           9
20250801;	175524;	1754051124.000;	           9
20250801;	175525;	1754051125.000;	           9
20250801;	175526;	1754051126.000;	           9
20250801;	175527;	1754051127.000;	           9
20250801;	175528;	1754051128.000;	           9
20250801;	175529;	1754051129.000;	           9
20250801;	175530;	1754051130.000;	           9
20250801;	175531;	1754051131.000;	           9
20250801;	175532;	1754051132.000;	           9
20250801;	175533;	1754051133.000;	           9
20250801;	175534;	1754051134.000;	           9
20250801;	175535;	1754051135.000;	           9
20250801;	175536;	1754051136.000;	           9
20250801;	175537;	1754051137.000;	           9
20250801;	175538;	1754051138.000;	           9
20250801;	175539;	1754051139.000;	           9
20250801;	175540;	1754051140.000;	           9
20250801;	175541;	1754051141.000;	           9
20250801;	175542;	1754051142.000;	           9
20250801;	175543;	1754051143.000;	           9
20250801;	175544;	1754051144.000;	           9
20250801;	175545;	1754051145.000;	           9
20250801;	175546;	1754051146.000;	           9
20250801;	175547;	1754051147.000;	           9
20250801;	175548;	1754051148.000;	           9
20250801;	175549;	1754051149.000;	           9
20250801;	175550;	1754051150.000;	           9
20250801;	175551;	1754051151.000;	           9
20250801;	175552;	1754051152.000;	           9
20250801;	175553;	1754051153.000;	           9
20250801;	175554;	1754051154.000;	           9
20250801;	175555;	1754051155.000;	           9
20250801;	175556;	1754051156.000;	           9
20250801;	175557;	1754051157.000;	           9
20250801;	175558;	1754051158.000;	           9
20250801;	175559;	1754051159.000;	           9
20250801;	175600;	1754051160.000;	           9
20250801;	175601;	1754051161.000;	           9
20250801;	175602;	1754051162.000;	           9
20250801;	175603;	1754051163.000;	           9
20250801;	175604;	1754051164.000;	           9
20250801;	175605;	1754051165.000;	           9
20250801;	175606;	1754051166.000;	           9
20250801;	175607;	1754051167.000;	           9
20250801;	175608;	1754051168.000;	           9
20250801;	175609;	1754051169.000;	           9
20250801;	175610;	1754051170.000;	           9
20250801;	175611;	1754051171.000;	           9
20250801;	175612;	1754051172.000;	           9
20250801;	175613;	1754051173.000;	           9
20250801;	175614;	1754051174.000;	           9
20250801;	175615;	1754051175.000;	           9
20250801;	175616;	1754051176.000;	           9
20250801;	175617;	1754051177.000;	           9
20250801;	175618;	1754051178.000;	           9
20250801;	175619;	1754051179.000;	           9
20250801;	175620;	1754051180.000;	           9
20250801;	175621;	1754051181.000;	           9
20250801;	175622;	1754051182.000;	           9
20250801;	175623;	1754051183.000;	           9
20250801;	175624;	1754051184.000;	           9
20250801;	175625;	1754051185.000;	           9
20250801;	175626;	1754051186.000;	           9
20250801;	175627;	1754051187.000;	           9
20250801;	175628;	1754051188.000;	           9
20250801;	175629;	1754051189.000;	           9
20250801;	175630;	1754051190.000;	           9
20250801;	175631;	1754051191.000;	           9
20250801;	175632;	1754051192.000;	           9
20250801;	175633;	1754051193.000;	           9
20250801;	175634;	1754051194.000;	           9
20250801;	175635;	1754051195.000;	           9
20250801;	175636;	1754051196.000;	           9
20250801;	175637;	1754051197.000;	           9
20250801;	175638;	1754051198.000;	           9
20250801;	175639;	1754051199.000;	           9
20250801;	175640;	1754051200.000;	           9
20250801;	175641;	1754051201.000;	           9
20250801;	175642;	1754051202.000;	           9
20250801;	175643;	1754051203.000;	           9
20250801;	175644;	1754051204.000;	           9
20250801;	175645;	1754051205.000;	           9
20250801;	175646;	1754051206.000;	           9
20250801;	175647;	1754051207.000;	           9
20250801;	175648;	1754051208.000;	           9
20250801;	175649;	1754051209.000;	           9
20250801;	175650;	1754051210.000;	           9
20250801;	175651;	1754051211.000;	           9
20250801;	175652;	1754051212.000;	           9
20250801;	175653;	1754051213.000;	           9
20250801;	175654;	1754051214.000;	           9
20250801;	175655;	1754051215.000;	           9
20250801;	175656;	1754051216.000;	           9
20250801;	175657;	1754051217.000;	           9
20250801;	175658;	1754051218.000;	           9
20250801;	175659;	1754051219.000;	           9
20250801;	175700;	1754051220.000;	           9
20250801;	175701;	1754051221.000;	           9
20250801;	175702;	1754051222.000;	           9
20250801;	175703;	1754051223.000;	           9
20250801;	175704;	1754051224.000;	           9
20250801;	175705;	1754051225.000;	           9
20250801;	175706;	1754051226.000;	           9
20250801;	175707;	1754051227.000;	           9
20250801;	175708;	1754051228.000;	           9
20250801;	175709;	1754051229.000;	           9
20250801;	175710;	1754051230.000;	           9
20250801;	175711;	1754051231.000;	           9
20250801;	175712;	1754051232.000;	           9
20250801;	175713;	1754051233.000;	           9
20250801;	175714;	1754051234.000;	           9
20250801;	175715;	1754051235.000;	           9
20250801;	175716;	1754051236.000;	           9
20250801;	175717;	1754051237.000;	           9
20250801;	175718;	1754051238.000;	           9
20250801;	175719;	1754051239.000;	           9
20250801;	175720;	1754051240.000;	           9
20250801;	175721;	1754051241.000;	           9
20250801;	175722;	1754051242.000;	           9
20250801;	175723;	1754051243.000;	           9
20250801;	175724;	1754051244.000;	           9
20250801;	175725;	1754051245.000;	           9
20250801;	175726;	1754051246.000;	           9
20250801;	175727;	1754051247.000;	           9
20250801;	175728;	1754051248.000;	           9
20250801;	175729;	1754051249.000;	           9
20250801;	175730;	1754051250.000;	           9
20250801;	175731;	1754051251.000;	           9
20250801;	175732;	1754051252.000;	           9
20250801;	175733;	1754051253.000;	           9
20250801;	175734;	1754051254.000;	           9
20250801;	175735;	1754051255.000;	           9
20250801;	175736;	1754051256.000;	           9
20250801;	175737;	1754051257.000;	           9
20250801;	175738;	1754051258.000;	           9
20250801;	175739;	1754051259.000;	           9
20250801;	175740;	1754051260.000;	           9
20250801;	175741;	1754051261.000;	           9
20250801;	175742;	1754051262.000;	           9
20250801;	175743;	1754051263.000;	           9
20250801;	175744;	1754051264.000;	           9
20250801;	175745;	1754051265.000;	           9
20250801;	175746;	1754051266.000;	           9
20250801;	175747;	1754051267.000;	           9
20250801;	175748;	1754051268.000;	           9
20250801;	175749;	1754051269.000;	           9
20250801;	175750;	1754051270.000;	           9
20250801;	175751;	1754051271.000;	           9
20250801;	175752;	1754051272.000;	           9
20250801;	175753;	1754051273.000;	           9
20250801;	175754;	1754051274.000;	           9
20250801;	175755;	1754051275.000;	           9
20250801;	175756;	1754051276.000;	           9
20250801;	175757;	1754051277.000;	           9
20250801;	175758;	1754051278.000;	           9
20250801;	175759;	1754051279.000;	           9
20250801;	175800;	1754051280.000;	           9
20250801;	175801;	1754051281.000;	           9
20250801;	175802;	1754051282.000;	           9
20250801;	175803;	1754051283.000;	           9
20250801;	175804;	1754051284.000;	           9
20250801;	175805;	1754051285.000;	           9
20250801;	175806;	1754051286.000;	           9
20250801;	175807;	1754051287.000;	           9
20250801;	175808;	1754051288.000;	           9
20250801;	175809;	1754051289.000;	           9
20250801;	175810;	1754051290.000;	           9
20250801;	175811;	1754051291.000;	           9
20250801;	175812;	1754051292.000;	           9
20250801;	175813;	1754051293.000;	           9
20250801;	175814;	1754051294.000;	           9
20250801;	175815;	1754051295.000;	           9
20250801;	175816;	1754051296.000;	           9
20250801;	175817;	1754051297.000;	           9
20250801;	175818;	1754051298.000;	           9
20250801;	175819;	1754051299.000;	           9
20250801;	175820;	1754051300.000;	           9
20250801;	175821;	1754051301.000;	           9
20250801;	175822;	1754051302.000;	           9
20250801;	175823;	1754051303.000;	           9
20250801;	175824;	1754051304.000;	           9
20250801;	175825;	1754051305.000;	           9
20250801;	175826;	1754051306.000;	           9
20250801;	175827;	1754051307.000;	           9
20250801;	175828;	1754051308.000;	           9
20250801;	175829;	1754051309.000;	           9
20250801;	175830;	1754051310.000;	           9
20250801;	175831;	1754051311.000;	           9
20250801;	175832;	1754051312.000;	           9
20250801;	175833;	1754051313.000;	           9
20250801;	175834;	1754051314.000;	           9
20250801;	175835;	1754051315.000;	           9
20250801;	175836;	1754051316.000;	           9
20250801;	175837;	1754051317.000;	           9
20250801;	175838;	1754051318.000;	           9
20250801;	175839;	1754051319.000;	           9
20250801;	175840;	1754051320.000;	           9
20250801;	175841;	1754051321.000;	           9
20250801;	175842;	1754051322.000;	           9
20250801;	175843;	1754051323.000;	           9
20250801;	175844;	1754051324.000;	           9
20250801;	175845;	1754051325.000;	           9
20250801;	175846;	1754051326.000;	           9
20250801;	175847;	1754051327.000;	           9
20250801;	175848;	1754051328.000;	           9
20250801;	175849;	1754051329.000;	           9
20250801;	175850;	1754051330.000;	           9
20250801;	175851;	1754051331.000;	           9
20250801;	175852;	1754051332.000;	           9
20250801;	175853;	1754051333.000;	           9
20250801;	175854;	1754051334.000;	           9
20250801;	175855;	1754051335.000;	           9
20250801;	175856;	1754051336.000;	           9
20250801;	175857;	1754051337.000;	           9
20250801;	175858;	1754051338.000;	           9
20250801;	175859;	1754051339.000;	           9
20250801;	175900;	1754051340.000;	           9
20250801;	175901;	1754051341.000;	           9
20250801;	175902;	1754051342.000;	           9
20250801;	175903;	1754051343.000;	           9
20250801;	175904;	1754051344.000;	           9
20250801;	175905;	1754051345.000;	           9
20250801;	175906;	1754051346.000;	           9
20250801;	175907;	1754051347.000;	           9
20250801;	175908;	1754051348.000;	           9
20250801;	175909;	1754051349.000;	           9
20250801;	175910;	1754051350.000;	           9
20250801;	175911;	1754051351.000;	           9
20250801;	175912;	1754051352.000;	           9
20250801;	175913;	1754051353.000;	           9
20250801;	175914;	1754051354.000;	           9
20250801;	175915;	1754051355.000;	           9
20250801;	175916;	1754051356.000;	           9
20250801;	175917;	1754051357.000;	           9
20250801;	175918;	1754051358.000;	           9
20250801;	175919;	1754051359.000;	           9
20250801;	175920;	1754051360.000;	           9
20250801;	175921;	1754051361.000;	           9
20250801;	175922;	1754051362.000;	           9
20250801;	175923;	1754051363.000;	           9
20250801;	175924;	1754051364.000;	           9
20250801;	175925;	1754051365.000;	           9
20250801;	175926;	1754051366.000;	           9
20250801;	175927;	1754051367.000;	           9
20250801;	175928;	1754051368.000;	           9
20250801;	175929;	1754051369.000;	           9
20250801;	175930;	1754051370.000;	           9
20250801;	175931;	1754051371.000;	           9
20250801;	175932;	1754051372.000;	           9
20250801;	175933;	1754051373.000;	           9
20250801;	175934;	1754051374.000;	           9
20250801;	175935;	1754051375.000;	           9
20250801;	175936;	1754051376.000;	           9
20250801;	175937;	1754051377.000;	           9
20250801;	175938;	1754051378.000;	           9
20250801;	175939;	1754051379.000;	           9
20250801;	175940;	1754051380.000;	           9
20250801;	175941;	1754051381.000;	           9
20250801;	175942;	1754051382.000;	           9
20250801;	175943;	1754051383.000;	           9
20250801;	175944;	1754051384.000;	           9
20250801;	175945;	1754051385.000;	           9
20250801;	175946;	1754051386.000;	           9
20250801;	175947;	1754051387.000;	           9
20250801;	175948;	1754051388.000;	           9
