#ies_format_version: 1.0
#file: 20250717_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20250717;	163317;	1752750197.000;	    err32
20250717;	163322;	1752750202.000;	    err32
20250717;	163327;	1752750207.000;	    err32
20250717;	163332;	1752750212.000;	    err32
20250717;	163337;	1752750217.000;	    err32
20250717;	163342;	1752750222.000;	    err32
20250717;	163347;	1752750227.000;	    err32
20250717;	163352;	1752750232.000;	    err32
20250717;	163357;	1752750237.000;	    err32
20250717;	163402;	1752750242.000;	    err32
20250717;	163407;	1752750247.000;	    err32
20250717;	163412;	1752750252.000;	    err32
20250717;	163417;	1752750257.000;	    err32
20250717;	163422;	1752750262.000;	    err32
20250717;	163427;	1752750267.000;	    err32
20250717;	163432;	1752750272.000;	    err32
20250717;	163437;	1752750277.000;	    err32
20250717;	163442;	1752750282.000;	    err32
20250717;	163447;	1752750287.000;	    err32
20250717;	163452;	1752750292.000;	    err32
20250717;	163457;	1752750297.000;	    err32
20250717;	163502;	1752750302.000;	    err32
20250717;	163507;	1752750307.000;	    err32
20250717;	163512;	1752750312.000;	    err32
20250717;	163517;	1752750317.000;	    err32
20250717;	163522;	1752750322.000;	    err32
20250717;	163527;	1752750327.000;	    err32
20250717;	163532;	1752750332.000;	    err32
20250717;	163537;	1752750337.000;	    err32
20250717;	163542;	1752750342.000;	    err32
20250717;	163547;	1752750347.000;	    err32
20250717;	163552;	1752750352.000;	    err32
20250717;	163557;	1752750357.000;	    err32
20250717;	163602;	1752750362.000;	    err32
20250717;	163607;	1752750367.000;	    err32
20250717;	163612;	1752750372.000;	    err32
20250717;	163617;	1752750377.000;	    err32
20250717;	163622;	1752750382.000;	    err32
20250717;	163627;	1752750387.000;	    err32
20250717;	163632;	1752750392.000;	    err32
20250717;	163637;	1752750397.000;	    err32
20250717;	163642;	1752750402.000;	    err32
20250717;	163647;	1752750407.000;	    err32
20250717;	163652;	1752750412.000;	    err32
20250717;	163657;	1752750417.000;	    err32
20250717;	163702;	1752750422.000;	    err32
20250717;	163707;	1752750427.000;	    err32
20250717;	163712;	1752750432.000;	    err32
20250717;	163717;	1752750437.000;	    err32
20250717;	163722;	1752750442.000;	    err32
20250717;	163727;	1752750447.000;	    err32
20250717;	163732;	1752750452.000;	    err32
20250717;	163737;	1752750457.000;	    err32
20250717;	163742;	1752750462.000;	    err32
20250717;	163747;	1752750467.000;	    err32
20250717;	163752;	1752750472.000;	    err32
20250717;	163757;	1752750477.000;	    err32
20250717;	163802;	1752750482.000;	    err32
20250717;	163807;	1752750487.000;	    err32
20250717;	163812;	1752750492.000;	    err32
20250717;	163817;	1752750497.000;	    err32
20250717;	163822;	1752750502.000;	    err32
20250717;	163827;	1752750507.000;	    err32
20250717;	163832;	1752750512.000;	    err32
20250717;	163837;	1752750517.000;	    err32
20250717;	163842;	1752750522.000;	    err32
20250717;	163847;	1752750527.000;	    err32
20250717;	163852;	1752750532.000;	    err32
20250717;	163857;	1752750537.000;	    err32
20250717;	163902;	1752750542.000;	    err32
20250717;	163907;	1752750547.000;	    err32
20250717;	163912;	1752750552.000;	    err32
20250717;	163917;	1752750557.000;	    err32
20250717;	163922;	1752750562.000;	    err32
20250717;	163927;	1752750567.000;	    err32
20250717;	163932;	1752750572.000;	    err32
20250717;	163937;	1752750577.000;	    err32
20250717;	163942;	1752750582.000;	    err32
20250717;	163947;	1752750587.000;	    err32
20250717;	163952;	1752750592.000;	    err32
20250717;	163957;	1752750597.000;	    err32
20250717;	164002;	1752750602.000;	    err32
20250717;	164007;	1752750607.000;	    err32
20250717;	164012;	1752750612.000;	    err32
20250717;	164017;	1752750617.000;	    err32
20250717;	164022;	1752750622.000;	    err32
20250717;	164027;	1752750627.000;	    err32
20250717;	164032;	1752750632.000;	    err32
20250717;	164037;	1752750637.000;	    err32
20250717;	164042;	1752750642.000;	    err32
20250717;	164047;	1752750647.000;	    err32
20250717;	164052;	1752750652.000;	    err32
20250717;	164057;	1752750657.000;	    err32
20250717;	164102;	1752750662.000;	    err32
20250717;	164107;	1752750667.000;	    err32
20250717;	164112;	1752750672.000;	    err32
20250717;	164117;	1752750677.000;	    err32
20250717;	164122;	1752750682.000;	    err32
20250717;	164127;	1752750687.000;	    err32
20250717;	164132;	1752750692.000;	    err32
20250717;	164137;	1752750697.000;	    err32
20250717;	164142;	1752750702.000;	    err32
20250717;	164147;	1752750707.000;	    err32
20250717;	164152;	1752750712.000;	    err32
20250717;	164157;	1752750717.000;	    err32
20250717;	164202;	1752750722.000;	    err32
20250717;	164207;	1752750727.000;	    err32
20250717;	164212;	1752750732.000;	    err32
20250717;	164217;	1752750737.000;	    err32
20250717;	164222;	1752750742.000;	    err32
20250717;	164227;	1752750747.000;	    err32
20250717;	164232;	1752750752.000;	    err32
20250717;	164237;	1752750757.000;	    err32
20250717;	164242;	1752750762.000;	    err32
20250717;	164247;	1752750767.000;	    err32
20250717;	164252;	1752750772.000;	    err32
20250717;	164257;	1752750777.000;	    err32
20250717;	164302;	1752750782.000;	    err32
20250717;	164307;	1752750787.000;	    err32
20250717;	164312;	1752750792.000;	    err32
20250717;	164317;	1752750797.000;	    err32
20250717;	164322;	1752750802.000;	    err32
20250717;	164327;	1752750807.000;	    err32
20250717;	164332;	1752750812.000;	    err32
20250717;	164337;	1752750817.000;	    err32
20250717;	164342;	1752750822.000;	    err32
20250717;	164347;	1752750827.000;	    err32
20250717;	164352;	1752750832.000;	    err32
20250717;	164357;	1752750837.000;	    err32
20250717;	164402;	1752750842.000;	    err32
20250717;	164407;	1752750847.000;	    err32
20250717;	164412;	1752750852.000;	    err32
20250717;	164417;	1752750857.000;	    err32
20250717;	164422;	1752750862.000;	    err32
20250717;	164427;	1752750867.000;	    err32
20250717;	164432;	1752750872.000;	    err32
20250717;	164437;	1752750877.000;	    err32
20250717;	164442;	1752750882.000;	    err32
20250717;	164447;	1752750887.000;	    err32
20250717;	164452;	1752750892.000;	    err32
20250717;	164457;	1752750897.000;	    err32
20250717;	164502;	1752750902.000;	    err32
20250717;	164507;	1752750907.000;	    err32
20250717;	164512;	1752750912.000;	    err32
20250717;	164517;	1752750917.000;	    err32
20250717;	164522;	1752750922.000;	    err32
20250717;	164527;	1752750927.000;	    err32
20250717;	164532;	1752750932.000;	    err32
20250717;	164537;	1752750937.000;	    err32
20250717;	164542;	1752750942.000;	    err32
20250717;	164547;	1752750947.000;	    err32
20250717;	164552;	1752750952.000;	    err32
20250717;	164557;	1752750957.000;	    err32
20250717;	164602;	1752750962.000;	    err32
20250717;	164607;	1752750967.000;	    err32
20250717;	164612;	1752750972.000;	    err32
20250717;	164617;	1752750977.000;	    err32
20250717;	164622;	1752750982.000;	    err32
20250717;	164627;	1752750987.000;	    err32
20250717;	164632;	1752750992.000;	    err32
20250717;	164637;	1752750997.000;	    err32
20250717;	164642;	1752751002.000;	    err32
20250717;	164647;	1752751007.000;	    err32
20250717;	164652;	1752751012.000;	    err32
20250717;	164657;	1752751017.000;	    err32
20250717;	164702;	1752751022.000;	    err32
20250717;	164707;	1752751027.000;	    err32
20250717;	164712;	1752751032.000;	    err32
20250717;	164717;	1752751037.000;	    err32
20250717;	164722;	1752751042.000;	    err32
20250717;	164727;	1752751047.000;	    err32
20250717;	164732;	1752751052.000;	    err32
20250717;	164737;	1752751057.000;	    err32
20250717;	164742;	1752751062.000;	    err32
20250717;	164747;	1752751067.000;	    err32
20250717;	164752;	1752751072.000;	    err32
20250717;	164757;	1752751077.000;	    err32
20250717;	164802;	1752751082.000;	    err32
20250717;	164807;	1752751087.000;	    err32
20250717;	164812;	1752751092.000;	    err32
20250717;	164817;	1752751097.000;	    err32
20250717;	164822;	1752751102.000;	    err32
20250717;	164827;	1752751107.000;	    err32
20250717;	164832;	1752751112.000;	    err32
20250717;	164837;	1752751117.000;	    err32
20250717;	164842;	1752751122.000;	    err32
20250717;	164847;	1752751127.000;	    err32
20250717;	164852;	1752751132.000;	    err32
20250717;	164857;	1752751137.000;	    err32
20250717;	164902;	1752751142.000;	    err32
20250717;	164907;	1752751147.000;	    err32
20250717;	164912;	1752751152.000;	    err32
20250717;	164917;	1752751157.000;	    err32
20250717;	164922;	1752751162.000;	    err32
20250717;	164927;	1752751167.000;	    err32
20250717;	164932;	1752751172.000;	    err32
20250717;	164937;	1752751177.000;	    err32
20250717;	164942;	1752751182.000;	    err32
20250717;	164947;	1752751187.000;	    err32
20250717;	164952;	1752751192.000;	    err32
20250717;	164957;	1752751197.000;	    err32
20250717;	165002;	1752751202.000;	    err32
20250717;	165007;	1752751207.000;	    err32
20250717;	165012;	1752751212.000;	    err32
20250717;	165017;	1752751217.000;	    err32
20250717;	165022;	1752751222.000;	    err32
20250717;	165027;	1752751227.000;	    err32
20250717;	165032;	1752751232.000;	    err32
20250717;	165037;	1752751237.000;	    err32
20250717;	165042;	1752751242.000;	    err32
20250717;	165047;	1752751247.000;	    err32
20250717;	165052;	1752751252.000;	    err32
20250717;	165057;	1752751257.000;	    err32
20250717;	165102;	1752751262.000;	    err32
20250717;	165107;	1752751267.000;	    err32
20250717;	165112;	1752751272.000;	    err32
20250717;	165117;	1752751277.000;	    err32
20250717;	165122;	1752751282.000;	    err32
20250717;	165127;	1752751287.000;	    err32
20250717;	165132;	1752751292.000;	    err32
20250717;	165137;	1752751297.000;	    err32
20250717;	165142;	1752751302.000;	    err32
20250717;	165147;	1752751307.000;	    err32
20250717;	165152;	1752751312.000;	    err32
20250717;	165157;	1752751317.000;	    err32
20250717;	165202;	1752751322.000;	    err32
20250717;	165207;	1752751327.000;	    err32
20250717;	165212;	1752751332.000;	    err32
20250717;	165217;	1752751337.000;	    err32
20250717;	165222;	1752751342.000;	    err32
20250717;	165227;	1752751347.000;	    err32
20250717;	165232;	1752751352.000;	    err32
20250717;	165237;	1752751357.000;	    err32
20250717;	165242;	1752751362.000;	    err32
20250717;	165247;	1752751367.000;	    err32
20250717;	165252;	1752751372.000;	    err32
20250717;	165257;	1752751377.000;	    err32
20250717;	165302;	1752751382.000;	    err32
20250717;	165307;	1752751387.000;	    err32
20250717;	165312;	1752751392.000;	    err32
20250717;	165317;	1752751397.000;	    err32
20250717;	165322;	1752751402.000;	    err32
20250717;	165327;	1752751407.000;	    err32
20250717;	165332;	1752751412.000;	    err32
20250717;	165337;	1752751417.000;	    err32
20250717;	165342;	1752751422.000;	    err32
20250717;	165347;	1752751427.000;	    err32
20250717;	165352;	1752751432.000;	    err32
20250717;	165357;	1752751437.000;	    err32
20250717;	165402;	1752751442.000;	    err32
20250717;	165407;	1752751447.000;	    err32
20250717;	165412;	1752751452.000;	    err32
20250717;	165417;	1752751457.000;	    err32
20250717;	165422;	1752751462.000;	    err32
20250717;	165427;	1752751467.000;	    err32
20250717;	165432;	1752751472.000;	    err32
20250717;	165437;	1752751477.000;	    err32
20250717;	165442;	1752751482.000;	    err32
20250717;	165447;	1752751487.000;	    err32
20250717;	165452;	1752751492.000;	    err32
20250717;	165457;	1752751497.000;	    err32
20250717;	165502;	1752751502.000;	    err32
20250717;	165507;	1752751507.000;	    err32
20250717;	165512;	1752751512.000;	    err32
20250717;	165517;	1752751517.000;	    err32
20250717;	165522;	1752751522.000;	    err32
20250717;	165527;	1752751527.000;	    err32
20250717;	165532;	1752751532.000;	    err32
20250717;	165537;	1752751537.000;	    err32
20250717;	165542;	1752751542.000;	    err32
20250717;	165547;	1752751547.000;	    err32
20250717;	165552;	1752751552.000;	    err32
20250717;	165557;	1752751557.000;	    err32
20250717;	165602;	1752751562.000;	    err32
20250717;	165607;	1752751567.000;	    err32
20250717;	165612;	1752751572.000;	    err32
20250717;	165617;	1752751577.000;	    err32
20250717;	165622;	1752751582.000;	    err32
20250717;	165627;	1752751587.000;	    err32
20250717;	165632;	1752751592.000;	    err32
20250717;	165637;	1752751597.000;	    err32
20250717;	165642;	1752751602.000;	    err32
20250717;	165647;	1752751607.000;	    err32
20250717;	165652;	1752751612.000;	    err32
20250717;	165657;	1752751617.000;	    err32
20250717;	165702;	1752751622.000;	    err32
20250717;	165707;	1752751627.000;	    err32
20250717;	165712;	1752751632.000;	    err32
20250717;	165717;	1752751637.000;	    err32
20250717;	165722;	1752751642.000;	    err32
20250717;	165727;	1752751647.000;	    err32
20250717;	165732;	1752751652.000;	    err32
20250717;	165737;	1752751657.000;	    err32
20250717;	165742;	1752751662.000;	    err32
20250717;	165747;	1752751667.000;	    err32
20250717;	165752;	1752751672.000;	    err32
20250717;	165757;	1752751677.000;	    err32
20250717;	165802;	1752751682.000;	    err32
20250717;	165807;	1752751687.000;	    err32
20250717;	165812;	1752751692.000;	    err32
20250717;	165817;	1752751697.000;	    err32
20250717;	165822;	1752751702.000;	    err32
20250717;	165827;	1752751707.000;	    err32
20250717;	165832;	1752751712.000;	    err32
20250717;	165837;	1752751717.000;	    err32
20250717;	165842;	1752751722.000;	    err32
20250717;	165847;	1752751727.000;	    err32
20250717;	165852;	1752751732.000;	    err32
20250717;	165857;	1752751737.000;	    err32
20250717;	165902;	1752751742.000;	    err32
20250717;	165907;	1752751747.000;	    err32
20250717;	165912;	1752751752.000;	    err32
20250717;	165917;	1752751757.000;	    err32
20250717;	165922;	1752751762.000;	    err32
20250717;	165927;	1752751767.000;	    err32
20250717;	165932;	1752751772.000;	    err32
20250717;	165937;	1752751777.000;	    err32
20250717;	165942;	1752751782.000;	    err32
20250717;	165947;	1752751787.000;	    err32
20250717;	165952;	1752751792.000;	    err32
20250717;	165957;	1752751797.000;	    err32
20250717;	170002;	1752751802.000;	    err32
20250717;	170007;	1752751807.000;	    err32
20250717;	170012;	1752751812.000;	    err32
20250717;	170017;	1752751817.000;	    err32
20250717;	170022;	1752751822.000;	    err32
20250717;	170027;	1752751827.000;	    err32
20250717;	170032;	1752751832.000;	    err32
20250717;	170037;	1752751837.000;	    err32
20250717;	170042;	1752751842.000;	    err32
20250717;	170047;	1752751847.000;	    err32
20250717;	170052;	1752751852.000;	    err32
20250717;	170057;	1752751857.000;	    err32
20250717;	170102;	1752751862.000;	    err32
20250717;	170107;	1752751867.000;	    err32
20250717;	170112;	1752751872.000;	    err32
20250717;	170117;	1752751877.000;	    err32
20250717;	170122;	1752751882.000;	    err32
20250717;	170127;	1752751887.000;	    err32
20250717;	170132;	1752751892.000;	    err32
20250717;	170137;	1752751897.000;	    err32
20250717;	170142;	1752751902.000;	    err32
20250717;	170147;	1752751907.000;	    err32
20250717;	170152;	1752751912.000;	    err32
20250717;	170157;	1752751917.000;	    err32
20250717;	170202;	1752751922.000;	    err32
20250717;	170207;	1752751927.000;	    err32
20250717;	170212;	1752751932.000;	    err32
20250717;	170217;	1752751937.000;	    err32
20250717;	170222;	1752751942.000;	    err32
20250717;	170227;	1752751947.000;	    err32
20250717;	170232;	1752751952.000;	    err32
20250717;	170237;	1752751957.000;	    err32
20250717;	170242;	1752751962.000;	    err32
20250717;	170247;	1752751967.000;	    err32
20250717;	170252;	1752751972.000;	    err32
20250717;	170257;	1752751977.000;	    err32
20250717;	170302;	1752751982.000;	    err32
20250717;	170307;	1752751987.000;	    err32
20250717;	170312;	1752751992.000;	    err32
20250717;	170317;	1752751997.000;	    err32
20250717;	170322;	1752752002.000;	    err32
20250717;	170327;	1752752007.000;	    err32
20250717;	170332;	1752752012.000;	    err32
20250717;	170337;	1752752017.000;	    err32
20250717;	170342;	1752752022.000;	    err32
20250717;	170347;	1752752027.000;	    err32
20250717;	170352;	1752752032.000;	    err32
20250717;	170357;	1752752037.000;	    err32
20250717;	170402;	1752752042.000;	    err32
20250717;	170407;	1752752047.000;	    err32
20250717;	170412;	1752752052.000;	    err32
20250717;	170417;	1752752057.000;	    err32
20250717;	170422;	1752752062.000;	    err32
20250717;	170427;	1752752067.000;	    err32
20250717;	170432;	1752752072.000;	    err32
20250717;	170437;	1752752077.000;	    err32
20250717;	170442;	1752752082.000;	    err32
20250717;	170447;	1752752087.000;	    err32
20250717;	170452;	1752752092.000;	    err32
20250717;	170457;	1752752097.000;	    err32
20250717;	170502;	1752752102.000;	    err32
20250717;	170507;	1752752107.000;	    err32
20250717;	170512;	1752752112.000;	    err32
20250717;	170517;	1752752117.000;	    err32
20250717;	170522;	1752752122.000;	    err32
20250717;	170527;	1752752127.000;	    err32
20250717;	170532;	1752752132.000;	    err32
20250717;	170537;	1752752137.000;	    err32
20250717;	170542;	1752752142.000;	    err32
20250717;	170547;	1752752147.000;	    err32
20250717;	170552;	1752752152.000;	    err32
20250717;	170557;	1752752157.000;	    err32
20250717;	170602;	1752752162.000;	    err32
20250717;	170607;	1752752167.000;	    err32
20250717;	170612;	1752752172.000;	    err32
20250717;	170617;	1752752177.000;	    err32
20250717;	170622;	1752752182.000;	    err32
20250717;	170627;	1752752187.000;	    err32
20250717;	170632;	1752752192.000;	    err32
20250717;	170637;	1752752197.000;	    err32
20250717;	170642;	1752752202.000;	    err32
20250717;	170647;	1752752207.000;	    err32
20250717;	170652;	1752752212.000;	    err32
20250717;	170657;	1752752217.000;	    err32
20250717;	170702;	1752752222.000;	    err32
20250717;	170707;	1752752227.000;	    err32
20250717;	170712;	1752752232.000;	    err32
20250717;	170717;	1752752237.000;	    err32
20250717;	170722;	1752752242.000;	    err32
20250717;	170727;	1752752247.000;	    err32
20250717;	170732;	1752752252.000;	    err32
20250717;	170737;	1752752257.000;	    err32
20250717;	170742;	1752752262.000;	    err32
20250717;	170747;	1752752267.000;	    err32
20250717;	170752;	1752752272.000;	    err32
20250717;	170757;	1752752277.000;	    err32
20250717;	170802;	1752752282.000;	    err32
20250717;	170807;	1752752287.000;	    err32
20250717;	170812;	1752752292.000;	    err32
20250717;	170817;	1752752297.000;	    err32
20250717;	170822;	1752752302.000;	    err32
20250717;	170827;	1752752307.000;	    err32
20250717;	170832;	1752752312.000;	    err32
20250717;	170837;	1752752317.000;	    err32
20250717;	170842;	1752752322.000;	    err32
20250717;	170847;	1752752327.000;	    err32
20250717;	170852;	1752752332.000;	    err32
20250717;	170857;	1752752337.000;	    err32
20250717;	170902;	1752752342.000;	    err32
20250717;	170907;	1752752347.000;	    err32
20250717;	170912;	1752752352.000;	    err32
20250717;	170917;	1752752357.000;	    err32
20250717;	170922;	1752752362.000;	    err32
20250717;	170927;	1752752367.000;	    err32
20250717;	170932;	1752752372.000;	    err32
20250717;	170937;	1752752377.000;	    err32
20250717;	170942;	1752752382.000;	    err32
20250717;	170947;	1752752387.000;	    err32
20250717;	170952;	1752752392.000;	    err32
20250717;	170957;	1752752397.000;	    err32
20250717;	171002;	1752752402.000;	    err32
20250717;	171007;	1752752407.000;	    err32
20250717;	171012;	1752752412.000;	    err32
20250717;	171017;	1752752417.000;	    err32
20250717;	171022;	1752752422.000;	    err32
20250717;	171027;	1752752427.000;	    err32
20250717;	171032;	1752752432.000;	    err32
20250717;	171037;	1752752437.000;	    err32
20250717;	171042;	1752752442.000;	    err32
20250717;	171047;	1752752447.000;	    err32
20250717;	171052;	1752752452.000;	    err32
20250717;	171057;	1752752457.000;	    err32
20250717;	171102;	1752752462.000;	    err32
20250717;	171107;	1752752467.000;	    err32
20250717;	171112;	1752752472.000;	    err32
20250717;	171117;	1752752477.000;	    err32
20250717;	171122;	1752752482.000;	    err32
20250717;	171127;	1752752487.000;	    err32
20250717;	171132;	1752752492.000;	    err32
20250717;	171137;	1752752497.000;	    err32
20250717;	171142;	1752752502.000;	    err32
20250717;	171147;	1752752507.000;	    err32
20250717;	171152;	1752752512.000;	    err32
20250717;	171157;	1752752517.000;	    err32
20250717;	171202;	1752752522.000;	    err32
20250717;	171207;	1752752527.000;	    err32
20250717;	171212;	1752752532.000;	    err32
20250717;	171217;	1752752537.000;	    err32
20250717;	171222;	1752752542.000;	    err32
20250717;	171227;	1752752547.000;	    err32
20250717;	171232;	1752752552.000;	    err32
20250717;	171237;	1752752557.000;	    err32
20250717;	171242;	1752752562.000;	    err32
20250717;	171247;	1752752567.000;	    err32
20250717;	171252;	1752752572.000;	    err32
20250717;	171257;	1752752577.000;	    err32
20250717;	171302;	1752752582.000;	    err32
20250717;	171307;	1752752587.000;	    err32
20250717;	171312;	1752752592.000;	    err32
20250717;	171317;	1752752597.000;	    err32
20250717;	171322;	1752752602.000;	    err32
20250717;	171327;	1752752607.000;	    err32
20250717;	171332;	1752752612.000;	    err32
20250717;	171337;	1752752617.000;	    err32
20250717;	171342;	1752752622.000;	    err32
20250717;	171347;	1752752627.000;	    err32
20250717;	171352;	1752752632.000;	    err32
20250717;	171357;	1752752637.000;	    err32
20250717;	171402;	1752752642.000;	    err32
20250717;	171407;	1752752647.000;	    err32
20250717;	171412;	1752752652.000;	    err32
20250717;	171417;	1752752657.000;	    err32
20250717;	171422;	1752752662.000;	    err32
20250717;	171427;	1752752667.000;	    err32
20250717;	171432;	1752752672.000;	    err32
20250717;	171437;	1752752677.000;	    err32
20250717;	171442;	1752752682.000;	    err32
20250717;	171447;	1752752687.000;	    err32
20250717;	171452;	1752752692.000;	    err32
20250717;	171457;	1752752697.000;	    err32
20250717;	171502;	1752752702.000;	    err32
20250717;	171507;	1752752707.000;	    err32
20250717;	171512;	1752752712.000;	    err32
20250717;	171517;	1752752717.000;	    err32
20250717;	171522;	1752752722.000;	    err32
20250717;	171527;	1752752727.000;	    err32
20250717;	171532;	1752752732.000;	    err32
20250717;	171537;	1752752737.000;	    err32
20250717;	171542;	1752752742.000;	    err32
20250717;	171547;	1752752747.000;	    err32
20250717;	171552;	1752752752.000;	    err32
20250717;	171557;	1752752757.000;	    err32
20250717;	171602;	1752752762.000;	    err32
20250717;	171607;	1752752767.000;	    err32
20250717;	171612;	1752752772.000;	    err32
20250717;	171617;	1752752777.000;	    err32
20250717;	171622;	1752752782.000;	    err32
20250717;	171627;	1752752787.000;	    err32
20250717;	171632;	1752752792.000;	    err32
20250717;	171637;	1752752797.000;	    err32
20250717;	171642;	1752752802.000;	    err32
20250717;	171647;	1752752807.000;	    err32
20250717;	171652;	1752752812.000;	    err32
20250717;	171657;	1752752817.000;	    err32
20250717;	171702;	1752752822.000;	    err32
20250717;	171707;	1752752827.000;	    err32
20250717;	171712;	1752752832.000;	    err32
20250717;	171717;	1752752837.000;	    err32
20250717;	171722;	1752752842.000;	    err32
20250717;	171727;	1752752847.000;	    err32
20250717;	171732;	1752752852.000;	    err32
20250717;	171737;	1752752857.000;	    err32
20250717;	171742;	1752752862.000;	    err32
20250717;	171747;	1752752867.000;	    err32
20250717;	171752;	1752752872.000;	    err32
20250717;	171757;	1752752877.000;	    err32
20250717;	171802;	1752752882.000;	    err32
20250717;	171807;	1752752887.000;	    err32
20250717;	171812;	1752752892.000;	    err32
20250717;	171817;	1752752897.000;	    err32
20250717;	171822;	1752752902.000;	    err32
20250717;	171827;	1752752907.000;	    err32
20250717;	171832;	1752752912.000;	    err32
20250717;	171837;	1752752917.000;	    err32
20250717;	171842;	1752752922.000;	    err32
20250717;	171847;	1752752927.000;	    err32
20250717;	171852;	1752752932.000;	    err32
20250717;	171857;	1752752937.000;	    err32
20250717;	171902;	1752752942.000;	    err32
20250717;	171907;	1752752947.000;	    err32
20250717;	171912;	1752752952.000;	    err32
20250717;	171917;	1752752957.000;	    err32
20250717;	171922;	1752752962.000;	    err32
20250717;	171927;	1752752967.000;	    err32
20250717;	171932;	1752752972.000;	    err32
20250717;	171937;	1752752977.000;	    err32
20250717;	171942;	1752752982.000;	    err32
20250717;	171947;	1752752987.000;	    err32
20250717;	171952;	1752752992.000;	    err32
20250717;	171957;	1752752997.000;	    err32
20250717;	172002;	1752753002.000;	    err32
20250717;	172007;	1752753007.000;	    err32
20250717;	172012;	1752753012.000;	    err32
20250717;	172017;	1752753017.000;	    err32
20250717;	172022;	1752753022.000;	    err32
20250717;	172027;	1752753027.000;	    err32
20250717;	172032;	1752753032.000;	    err32
20250717;	172037;	1752753037.000;	    err32
20250717;	172042;	1752753042.000;	    err32
20250717;	172047;	1752753047.000;	    err32
20250717;	172052;	1752753052.000;	    err32
20250717;	172057;	1752753057.000;	    err32
20250717;	172102;	1752753062.000;	    err32
20250717;	172107;	1752753067.000;	    err32
20250717;	172112;	1752753072.000;	    err32
20250717;	172117;	1752753077.000;	    err32
20250717;	172122;	1752753082.000;	    err32
20250717;	172127;	1752753087.000;	    err32
20250717;	172132;	1752753092.000;	    err32
20250717;	172137;	1752753097.000;	    err32
20250717;	172142;	1752753102.000;	    err32
20250717;	172147;	1752753107.000;	    err32
20250717;	172152;	1752753112.000;	    err32
20250717;	172157;	1752753117.000;	    err32
20250717;	172202;	1752753122.000;	    err32
20250717;	172207;	1752753127.000;	    err32
20250717;	172212;	1752753132.000;	    err32
20250717;	172217;	1752753137.000;	    err32
20250717;	172222;	1752753142.000;	    err32
20250717;	172227;	1752753147.000;	    err32
20250717;	172232;	1752753152.000;	    err32
20250717;	172237;	1752753157.000;	    err32
20250717;	172242;	1752753162.000;	    err32
20250717;	172247;	1752753167.000;	    err32
20250717;	172252;	1752753172.000;	    err32
20250717;	172257;	1752753177.000;	    err32
20250717;	172302;	1752753182.000;	    err32
20250717;	172307;	1752753187.000;	    err32
20250717;	172312;	1752753192.000;	    err32
20250717;	172317;	1752753197.000;	    err32
20250717;	172322;	1752753202.000;	    err32
20250717;	172327;	1752753207.000;	    err32
20250717;	172332;	1752753212.000;	    err32
20250717;	172337;	1752753217.000;	    err32
20250717;	172342;	1752753222.000;	    err32
20250717;	172347;	1752753227.000;	    err32
20250717;	172352;	1752753232.000;	    err32
20250717;	172357;	1752753237.000;	    err32
20250717;	172402;	1752753242.000;	    err32
20250717;	172407;	1752753247.000;	    err32
20250717;	172412;	1752753252.000;	    err32
20250717;	172417;	1752753257.000;	    err32
20250717;	172422;	1752753262.000;	    err32
20250717;	172427;	1752753267.000;	    err32
20250717;	172432;	1752753272.000;	    err32
20250717;	172437;	1752753277.000;	    err32
20250717;	172442;	1752753282.000;	    err32
20250717;	172447;	1752753287.000;	    err32
20250717;	172452;	1752753292.000;	    err32
20250717;	172457;	1752753297.000;	    err32
20250717;	172502;	1752753302.000;	    err32
20250717;	172507;	1752753307.000;	    err32
20250717;	172512;	1752753312.000;	    err32
20250717;	172517;	1752753317.000;	    err32
20250717;	172522;	1752753322.000;	    err32
20250717;	172527;	1752753327.000;	    err32
20250717;	172532;	1752753332.000;	    err32
20250717;	172537;	1752753337.000;	    err32
20250717;	172542;	1752753342.000;	    err32
20250717;	172547;	1752753347.000;	    err32
20250717;	172552;	1752753352.000;	    err32
20250717;	172557;	1752753357.000;	    err32
20250717;	172602;	1752753362.000;	    err32
20250717;	172607;	1752753367.000;	    err32
20250717;	172612;	1752753372.000;	    err32
20250717;	172617;	1752753377.000;	    err32
20250717;	172622;	1752753382.000;	    err32
20250717;	172627;	1752753387.000;	    err32
20250717;	172632;	1752753392.000;	    err32
20250717;	172637;	1752753397.000;	    err32
20250717;	172642;	1752753402.000;	    err32
20250717;	172647;	1752753407.000;	    err32
20250717;	172652;	1752753412.000;	    err32
20250717;	172657;	1752753417.000;	    err32
20250717;	172702;	1752753422.000;	    err32
20250717;	172707;	1752753427.000;	    err32
20250717;	172712;	1752753432.000;	    err32
20250717;	172717;	1752753437.000;	    err32
20250717;	172722;	1752753442.000;	    err32
