#ies_format_version: 1.0
#file: 20250717_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20250717;	131037;	1752738037.000;	    err32
20250717;	131042;	1752738042.000;	    err32
20250717;	131047;	1752738047.000;	    err32
20250717;	131052;	1752738052.000;	    err32
20250717;	131057;	1752738057.000;	    err32
20250717;	131102;	1752738062.000;	    err32
20250717;	131107;	1752738067.000;	    err32
20250717;	131112;	1752738072.000;	    err32
20250717;	131117;	1752738077.000;	    err32
20250717;	131122;	1752738082.000;	    err32
20250717;	131127;	1752738087.000;	    err32
20250717;	131132;	1752738092.000;	    err32
20250717;	131137;	1752738097.000;	    err32
20250717;	131142;	1752738102.000;	    err32
20250717;	131147;	1752738107.000;	    err32
20250717;	131152;	1752738112.000;	    err32
20250717;	131157;	1752738117.000;	    err32
20250717;	131202;	1752738122.000;	    err32
20250717;	131207;	1752738127.000;	    err32
20250717;	131212;	1752738132.000;	    err32
20250717;	131217;	1752738137.000;	    err32
20250717;	131222;	1752738142.000;	    err32
20250717;	131227;	1752738147.000;	    err32
20250717;	131232;	1752738152.000;	    err32
20250717;	131237;	1752738157.000;	    err32
20250717;	131242;	1752738162.000;	    err32
20250717;	131247;	1752738167.000;	    err32
20250717;	131252;	1752738172.000;	    err32
20250717;	131257;	1752738177.000;	    err32
20250717;	131302;	1752738182.000;	    err32
20250717;	131307;	1752738187.000;	    err32
20250717;	131312;	1752738192.000;	    err32
20250717;	131317;	1752738197.000;	    err32
20250717;	131322;	1752738202.000;	    err32
20250717;	131327;	1752738207.000;	    err32
20250717;	131332;	1752738212.000;	    err32
20250717;	131337;	1752738217.000;	    err32
20250717;	131342;	1752738222.000;	    err32
20250717;	131347;	1752738227.000;	    err32
20250717;	131352;	1752738232.000;	    err32
20250717;	131357;	1752738237.000;	    err32
20250717;	131402;	1752738242.000;	    err32
20250717;	131407;	1752738247.000;	    err32
20250717;	131412;	1752738252.000;	    err32
20250717;	131417;	1752738257.000;	    err32
20250717;	131422;	1752738262.000;	    err32
20250717;	131427;	1752738267.000;	    err32
20250717;	131432;	1752738272.000;	    err32
20250717;	131437;	1752738277.000;	    err32
20250717;	131442;	1752738282.000;	    err32
20250717;	131447;	1752738287.000;	    err32
20250717;	131452;	1752738292.000;	    err32
20250717;	131457;	1752738297.000;	    err32
20250717;	131502;	1752738302.000;	    err32
20250717;	131507;	1752738307.000;	    err32
20250717;	131512;	1752738312.000;	    err32
20250717;	131517;	1752738317.000;	    err32
20250717;	131522;	1752738322.000;	    err32
20250717;	131527;	1752738327.000;	    err32
20250717;	131532;	1752738332.000;	    err32
20250717;	131537;	1752738337.000;	    err32
20250717;	131542;	1752738342.000;	    err32
20250717;	131547;	1752738347.000;	    err32
20250717;	131552;	1752738352.000;	    err32
20250717;	131557;	1752738357.000;	    err32
20250717;	131602;	1752738362.000;	    err32
20250717;	131607;	1752738367.000;	    err32
20250717;	131612;	1752738372.000;	    err32
20250717;	131617;	1752738377.000;	    err32
20250717;	131622;	1752738382.000;	    err32
20250717;	131627;	1752738387.000;	    err32
20250717;	131632;	1752738392.000;	    err32
20250717;	131637;	1752738397.000;	    err32
20250717;	131642;	1752738402.000;	    err32
20250717;	131647;	1752738407.000;	    err32
20250717;	131652;	1752738412.000;	    err32
20250717;	131657;	1752738417.000;	    err32
20250717;	131702;	1752738422.000;	    err32
20250717;	131707;	1752738427.000;	    err32
20250717;	131712;	1752738432.000;	    err32
20250717;	131717;	1752738437.000;	    err32
20250717;	131722;	1752738442.000;	    err32
20250717;	131727;	1752738447.000;	    err32
20250717;	131732;	1752738452.000;	    err32
20250717;	131737;	1752738457.000;	    err32
20250717;	131742;	1752738462.000;	    err32
20250717;	131747;	1752738467.000;	    err32
20250717;	131752;	1752738472.000;	    err32
20250717;	131757;	1752738477.000;	    err32
20250717;	131802;	1752738482.000;	    err32
20250717;	131807;	1752738487.000;	    err32
20250717;	131812;	1752738492.000;	    err32
20250717;	131817;	1752738497.000;	    err32
20250717;	131822;	1752738502.000;	    err32
20250717;	131827;	1752738507.000;	    err32
20250717;	131832;	1752738512.000;	    err32
20250717;	131837;	1752738517.000;	    err32
20250717;	131842;	1752738522.000;	    err32
20250717;	131847;	1752738527.000;	    err32
20250717;	131852;	1752738532.000;	    err32
20250717;	131857;	1752738537.000;	    err32
20250717;	131902;	1752738542.000;	    err32
20250717;	131907;	1752738547.000;	    err32
20250717;	131912;	1752738552.000;	    err32
20250717;	131917;	1752738557.000;	    err32
20250717;	131922;	1752738562.000;	    err32
20250717;	131927;	1752738567.000;	    err32
20250717;	131932;	1752738572.000;	    err32
20250717;	131937;	1752738577.000;	    err32
20250717;	131942;	1752738582.000;	    err32
20250717;	131947;	1752738587.000;	    err32
20250717;	131952;	1752738592.000;	    err32
20250717;	131957;	1752738597.000;	    err32
20250717;	132002;	1752738602.000;	    err32
20250717;	132007;	1752738607.000;	    err32
20250717;	132012;	1752738612.000;	    err32
20250717;	132017;	1752738617.000;	    err32
20250717;	132022;	1752738622.000;	    err32
20250717;	132027;	1752738627.000;	    err32
20250717;	132032;	1752738632.000;	    err32
20250717;	132037;	1752738637.000;	    err32
20250717;	132042;	1752738642.000;	    err32
20250717;	132047;	1752738647.000;	    err32
20250717;	132052;	1752738652.000;	    err32
20250717;	132057;	1752738657.000;	    err32
20250717;	132102;	1752738662.000;	    err32
20250717;	132107;	1752738667.000;	    err32
20250717;	132112;	1752738672.000;	    err32
20250717;	132117;	1752738677.000;	    err32
20250717;	132122;	1752738682.000;	    err32
20250717;	132127;	1752738687.000;	    err32
20250717;	132132;	1752738692.000;	    err32
20250717;	132137;	1752738697.000;	    err32
20250717;	132142;	1752738702.000;	    err32
20250717;	132147;	1752738707.000;	    err32
20250717;	132152;	1752738712.000;	    err32
20250717;	132157;	1752738717.000;	    err32
20250717;	132202;	1752738722.000;	    err32
20250717;	132207;	1752738727.000;	    err32
20250717;	132212;	1752738732.000;	    err32
20250717;	132217;	1752738737.000;	    err32
20250717;	132222;	1752738742.000;	    err32
20250717;	132227;	1752738747.000;	    err32
20250717;	132232;	1752738752.000;	    err32
20250717;	132237;	1752738757.000;	    err32
20250717;	132242;	1752738762.000;	    err32
20250717;	132247;	1752738767.000;	    err32
20250717;	132252;	1752738772.000;	    err32
20250717;	132257;	1752738777.000;	    err32
20250717;	132302;	1752738782.000;	    err32
20250717;	132307;	1752738787.000;	    err32
20250717;	132312;	1752738792.000;	    err32
20250717;	132317;	1752738797.000;	    err32
20250717;	132322;	1752738802.000;	    err32
20250717;	132327;	1752738807.000;	    err32
20250717;	132332;	1752738812.000;	    err32
20250717;	132337;	1752738817.000;	    err32
20250717;	132342;	1752738822.000;	    err32
20250717;	132347;	1752738827.000;	    err32
20250717;	132352;	1752738832.000;	    err32
20250717;	132357;	1752738837.000;	    err32
20250717;	132402;	1752738842.000;	    err32
20250717;	132407;	1752738847.000;	    err32
20250717;	132412;	1752738852.000;	    err32
20250717;	132417;	1752738857.000;	    err32
20250717;	132422;	1752738862.000;	    err32
20250717;	132427;	1752738867.000;	    err32
20250717;	132432;	1752738872.000;	    err32
20250717;	132437;	1752738877.000;	    err32
20250717;	132442;	1752738882.000;	    err32
20250717;	132447;	1752738887.000;	    err32
20250717;	132452;	1752738892.000;	    err32
20250717;	132457;	1752738897.000;	    err32
20250717;	132502;	1752738902.000;	    err32
20250717;	132507;	1752738907.000;	    err32
20250717;	132512;	1752738912.000;	    err32
20250717;	132517;	1752738917.000;	    err32
20250717;	132522;	1752738922.000;	    err32
20250717;	132527;	1752738927.000;	    err32
20250717;	132532;	1752738932.000;	    err32
20250717;	132537;	1752738937.000;	    err32
20250717;	132542;	1752738942.000;	    err32
20250717;	132547;	1752738947.000;	    err32
20250717;	132552;	1752738952.000;	    err32
20250717;	132557;	1752738957.000;	    err32
20250717;	132602;	1752738962.000;	    err32
20250717;	132607;	1752738967.000;	    err32
20250717;	132612;	1752738972.000;	    err32
20250717;	132617;	1752738977.000;	    err32
20250717;	132622;	1752738982.000;	    err32
20250717;	132627;	1752738987.000;	    err32
20250717;	132632;	1752738992.000;	    err32
20250717;	132637;	1752738997.000;	    err32
20250717;	132642;	1752739002.000;	    err32
20250717;	132647;	1752739007.000;	    err32
20250717;	132652;	1752739012.000;	    err32
20250717;	132657;	1752739017.000;	    err32
20250717;	132702;	1752739022.000;	    err32
20250717;	132707;	1752739027.000;	    err32
20250717;	132712;	1752739032.000;	    err32
20250717;	132717;	1752739037.000;	    err32
20250717;	132722;	1752739042.000;	    err32
20250717;	132727;	1752739047.000;	    err32
20250717;	132732;	1752739052.000;	    err32
20250717;	132737;	1752739057.000;	    err32
20250717;	132742;	1752739062.000;	    err32
20250717;	132747;	1752739067.000;	    err32
20250717;	132752;	1752739072.000;	    err32
20250717;	132757;	1752739077.000;	    err32
20250717;	132802;	1752739082.000;	    err32
20250717;	132807;	1752739087.000;	    err32
20250717;	132812;	1752739092.000;	    err32
20250717;	132817;	1752739097.000;	    err32
20250717;	132822;	1752739102.000;	    err32
20250717;	132827;	1752739107.000;	    err32
20250717;	132832;	1752739112.000;	    err32
20250717;	132837;	1752739117.000;	    err32
20250717;	132842;	1752739122.000;	    err32
20250717;	132847;	1752739127.000;	    err32
20250717;	132852;	1752739132.000;	    err32
20250717;	132857;	1752739137.000;	    err32
20250717;	132902;	1752739142.000;	    err32
20250717;	132907;	1752739147.000;	    err32
20250717;	132912;	1752739152.000;	    err32
20250717;	132917;	1752739157.000;	    err32
20250717;	132922;	1752739162.000;	    err32
20250717;	132927;	1752739167.000;	    err32
20250717;	132932;	1752739172.000;	    err32
20250717;	132937;	1752739177.000;	    err32
20250717;	132942;	1752739182.000;	    err32
20250717;	132947;	1752739187.000;	    err32
20250717;	132952;	1752739192.000;	    err32
20250717;	132957;	1752739197.000;	    err32
20250717;	133002;	1752739202.000;	    err32
20250717;	133007;	1752739207.000;	    err32
20250717;	133012;	1752739212.000;	    err32
20250717;	133017;	1752739217.000;	    err32
20250717;	133022;	1752739222.000;	    err32
20250717;	133027;	1752739227.000;	    err32
20250717;	133032;	1752739232.000;	    err32
20250717;	133037;	1752739237.000;	    err32
20250717;	133042;	1752739242.000;	    err32
20250717;	133047;	1752739247.000;	    err32
20250717;	133052;	1752739252.000;	    err32
20250717;	133057;	1752739257.000;	    err32
20250717;	133102;	1752739262.000;	    err32
20250717;	133107;	1752739267.000;	    err32
20250717;	133112;	1752739272.000;	    err32
20250717;	133117;	1752739277.000;	    err32
20250717;	133122;	1752739282.000;	    err32
20250717;	133127;	1752739287.000;	    err32
20250717;	133132;	1752739292.000;	    err32
20250717;	133137;	1752739297.000;	    err32
20250717;	133142;	1752739302.000;	    err32
20250717;	133147;	1752739307.000;	    err32
20250717;	133152;	1752739312.000;	    err32
20250717;	133157;	1752739317.000;	    err32
20250717;	133202;	1752739322.000;	    err32
20250717;	133207;	1752739327.000;	    err32
20250717;	133212;	1752739332.000;	    err32
20250717;	133217;	1752739337.000;	    err32
20250717;	133222;	1752739342.000;	    err32
20250717;	133227;	1752739347.000;	    err32
20250717;	133232;	1752739352.000;	    err32
20250717;	133237;	1752739357.000;	    err32
20250717;	133242;	1752739362.000;	    err32
20250717;	133247;	1752739367.000;	    err32
20250717;	133252;	1752739372.000;	    err32
20250717;	133257;	1752739377.000;	    err32
20250717;	133302;	1752739382.000;	    err32
20250717;	133307;	1752739387.000;	    err32
20250717;	133312;	1752739392.000;	    err32
20250717;	133317;	1752739397.000;	    err32
20250717;	133322;	1752739402.000;	    err32
20250717;	133327;	1752739407.000;	    err32
20250717;	133332;	1752739412.000;	    err32
20250717;	133337;	1752739417.000;	    err32
20250717;	133342;	1752739422.000;	    err32
20250717;	133347;	1752739427.000;	    err32
20250717;	133352;	1752739432.000;	    err32
20250717;	133357;	1752739437.000;	    err32
20250717;	133402;	1752739442.000;	    err32
20250717;	133407;	1752739447.000;	    err32
20250717;	133412;	1752739452.000;	    err32
20250717;	133417;	1752739457.000;	    err32
20250717;	133422;	1752739462.000;	    err32
20250717;	133427;	1752739467.000;	    err32
20250717;	133432;	1752739472.000;	    err32
20250717;	133437;	1752739477.000;	    err32
20250717;	133442;	1752739482.000;	    err32
20250717;	133447;	1752739487.000;	    err32
20250717;	133452;	1752739492.000;	    err32
20250717;	133457;	1752739497.000;	    err32
20250717;	133502;	1752739502.000;	    err32
20250717;	133507;	1752739507.000;	    err32
20250717;	133512;	1752739512.000;	    err32
20250717;	133517;	1752739517.000;	    err32
20250717;	133522;	1752739522.000;	    err32
20250717;	133527;	1752739527.000;	    err32
20250717;	133532;	1752739532.000;	    err32
20250717;	133537;	1752739537.000;	    err32
20250717;	133542;	1752739542.000;	    err32
20250717;	133547;	1752739547.000;	    err32
20250717;	133552;	1752739552.000;	    err32
20250717;	133557;	1752739557.000;	    err32
20250717;	133602;	1752739562.000;	    err32
20250717;	133607;	1752739567.000;	    err32
20250717;	133612;	1752739572.000;	    err32
20250717;	133617;	1752739577.000;	    err32
20250717;	133622;	1752739582.000;	    err32
20250717;	133627;	1752739587.000;	    err32
20250717;	133632;	1752739592.000;	    err32
20250717;	133637;	1752739597.000;	    err32
20250717;	133642;	1752739602.000;	    err32
20250717;	133647;	1752739607.000;	    err32
20250717;	133652;	1752739612.000;	    err32
20250717;	133657;	1752739617.000;	    err32
20250717;	133702;	1752739622.000;	    err32
20250717;	133707;	1752739627.000;	    err32
20250717;	133712;	1752739632.000;	    err32
20250717;	133717;	1752739637.000;	    err32
20250717;	133722;	1752739642.000;	    err32
20250717;	133727;	1752739647.000;	    err32
20250717;	133732;	1752739652.000;	    err32
20250717;	133737;	1752739657.000;	    err32
20250717;	133742;	1752739662.000;	    err32
20250717;	133747;	1752739667.000;	    err32
20250717;	133752;	1752739672.000;	    err32
20250717;	133757;	1752739677.000;	    err32
20250717;	133802;	1752739682.000;	    err32
20250717;	133807;	1752739687.000;	    err32
20250717;	133812;	1752739692.000;	    err32
20250717;	133817;	1752739697.000;	    err32
20250717;	133822;	1752739702.000;	    err32
20250717;	133827;	1752739707.000;	    err32
20250717;	133832;	1752739712.000;	    err32
20250717;	133837;	1752739717.000;	    err32
20250717;	133842;	1752739722.000;	    err32
20250717;	133847;	1752739727.000;	    err32
20250717;	133852;	1752739732.000;	    err32
20250717;	133857;	1752739737.000;	    err32
20250717;	133902;	1752739742.000;	    err32
20250717;	133907;	1752739747.000;	    err32
20250717;	133912;	1752739752.000;	    err32
20250717;	133917;	1752739757.000;	    err32
20250717;	133922;	1752739762.000;	    err32
20250717;	133927;	1752739767.000;	    err32
20250717;	133932;	1752739772.000;	    err32
20250717;	133937;	1752739777.000;	    err32
20250717;	133942;	1752739782.000;	    err32
20250717;	133947;	1752739787.000;	    err32
20250717;	133952;	1752739792.000;	    err32
20250717;	133957;	1752739797.000;	    err32
20250717;	134002;	1752739802.000;	    err32
20250717;	134007;	1752739807.000;	    err32
20250717;	134012;	1752739812.000;	    err32
20250717;	134017;	1752739817.000;	    err32
20250717;	134022;	1752739822.000;	    err32
20250717;	134027;	1752739827.000;	    err32
20250717;	134032;	1752739832.000;	    err32
20250717;	134037;	1752739837.000;	    err32
20250717;	134042;	1752739842.000;	    err32
20250717;	134047;	1752739847.000;	    err32
20250717;	134052;	1752739852.000;	    err32
20250717;	134057;	1752739857.000;	    err32
20250717;	134102;	1752739862.000;	    err32
20250717;	134107;	1752739867.000;	    err32
20250717;	134112;	1752739872.000;	    err32
20250717;	134117;	1752739877.000;	    err32
20250717;	134122;	1752739882.000;	    err32
20250717;	134127;	1752739887.000;	    err32
20250717;	134132;	1752739892.000;	    err32
20250717;	134137;	1752739897.000;	    err32
20250717;	134142;	1752739902.000;	    err32
20250717;	134147;	1752739907.000;	    err32
20250717;	134152;	1752739912.000;	    err32
20250717;	134157;	1752739917.000;	    err32
20250717;	134202;	1752739922.000;	    err32
20250717;	134207;	1752739927.000;	    err32
20250717;	134212;	1752739932.000;	    err32
20250717;	134217;	1752739937.000;	    err32
20250717;	134222;	1752739942.000;	    err32
20250717;	134227;	1752739947.000;	    err32
20250717;	134232;	1752739952.000;	    err32
20250717;	134237;	1752739957.000;	    err32
20250717;	134242;	1752739962.000;	    err32
20250717;	134247;	1752739967.000;	    err32
20250717;	134252;	1752739972.000;	    err32
20250717;	134257;	1752739977.000;	    err32
20250717;	134302;	1752739982.000;	    err32
20250717;	134307;	1752739987.000;	    err32
20250717;	134312;	1752739992.000;	    err32
20250717;	134317;	1752739997.000;	    err32
20250717;	134322;	1752740002.000;	    err32
20250717;	134327;	1752740007.000;	    err32
20250717;	134332;	1752740012.000;	    err32
20250717;	134337;	1752740017.000;	    err32
20250717;	134342;	1752740022.000;	    err32
20250717;	134347;	1752740027.000;	    err32
20250717;	134352;	1752740032.000;	    err32
20250717;	134357;	1752740037.000;	    err32
20250717;	134402;	1752740042.000;	    err32
20250717;	134407;	1752740047.000;	    err32
20250717;	134412;	1752740052.000;	    err32
20250717;	134417;	1752740057.000;	    err32
20250717;	134422;	1752740062.000;	    err32
20250717;	134427;	1752740067.000;	    err32
20250717;	134432;	1752740072.000;	    err32
20250717;	134437;	1752740077.000;	    err32
20250717;	134442;	1752740082.000;	    err32
20250717;	134447;	1752740087.000;	    err32
20250717;	134452;	1752740092.000;	    err32
20250717;	134457;	1752740097.000;	    err32
20250717;	134502;	1752740102.000;	    err32
20250717;	134507;	1752740107.000;	    err32
20250717;	134512;	1752740112.000;	    err32
20250717;	134517;	1752740117.000;	    err32
20250717;	134522;	1752740122.000;	    err32
20250717;	134527;	1752740127.000;	    err32
20250717;	134532;	1752740132.000;	    err32
20250717;	134537;	1752740137.000;	    err32
20250717;	134542;	1752740142.000;	    err32
20250717;	134547;	1752740147.000;	    err32
20250717;	134552;	1752740152.000;	    err32
20250717;	134557;	1752740157.000;	    err32
20250717;	134602;	1752740162.000;	    err32
20250717;	134607;	1752740167.000;	    err32
20250717;	134612;	1752740172.000;	    err32
20250717;	134617;	1752740177.000;	    err32
20250717;	134622;	1752740182.000;	    err32
20250717;	134627;	1752740187.000;	    err32
20250717;	134632;	1752740192.000;	    err32
20250717;	134637;	1752740197.000;	    err32
20250717;	134642;	1752740202.000;	    err32
20250717;	134647;	1752740207.000;	    err32
20250717;	134652;	1752740212.000;	    err32
20250717;	134657;	1752740217.000;	    err32
20250717;	134702;	1752740222.000;	    err32
20250717;	134707;	1752740227.000;	    err32
20250717;	134712;	1752740232.000;	    err32
20250717;	134717;	1752740237.000;	    err32
20250717;	134722;	1752740242.000;	    err32
20250717;	134727;	1752740247.000;	    err32
20250717;	134732;	1752740252.000;	    err32
20250717;	134737;	1752740257.000;	    err32
20250717;	134742;	1752740262.000;	    err32
20250717;	134747;	1752740267.000;	    err32
20250717;	134752;	1752740272.000;	    err32
20250717;	134757;	1752740277.000;	    err32
20250717;	134802;	1752740282.000;	    err32
20250717;	134807;	1752740287.000;	    err32
20250717;	134812;	1752740292.000;	    err32
20250717;	134817;	1752740297.000;	    err32
20250717;	134822;	1752740302.000;	    err32
20250717;	134827;	1752740307.000;	    err32
20250717;	134832;	1752740312.000;	    err32
20250717;	134837;	1752740317.000;	    err32
20250717;	134842;	1752740322.000;	    err32
20250717;	134847;	1752740327.000;	    err32
20250717;	134852;	1752740332.000;	    err32
20250717;	134857;	1752740337.000;	    err32
20250717;	134902;	1752740342.000;	    err32
20250717;	134907;	1752740347.000;	    err32
20250717;	134912;	1752740352.000;	    err32
20250717;	134917;	1752740357.000;	    err32
20250717;	134922;	1752740362.000;	    err32
20250717;	134927;	1752740367.000;	    err32
20250717;	134932;	1752740372.000;	    err32
20250717;	134937;	1752740377.000;	    err32
20250717;	134942;	1752740382.000;	    err32
20250717;	134947;	1752740387.000;	    err32
20250717;	134952;	1752740392.000;	    err32
20250717;	134957;	1752740397.000;	    err32
20250717;	135002;	1752740402.000;	    err32
20250717;	135007;	1752740407.000;	    err32
20250717;	135012;	1752740412.000;	    err32
20250717;	135017;	1752740417.000;	    err32
20250717;	135022;	1752740422.000;	    err32
20250717;	135027;	1752740427.000;	    err32
20250717;	135032;	1752740432.000;	    err32
20250717;	135037;	1752740437.000;	    err32
20250717;	135042;	1752740442.000;	    err32
20250717;	135047;	1752740447.000;	    err32
20250717;	135052;	1752740452.000;	    err32
20250717;	135057;	1752740457.000;	    err32
20250717;	135102;	1752740462.000;	    err32
20250717;	135107;	1752740467.000;	    err32
20250717;	135112;	1752740472.000;	    err32
20250717;	135117;	1752740477.000;	    err32
20250717;	135122;	1752740482.000;	    err32
20250717;	135127;	1752740487.000;	    err32
20250717;	135132;	1752740492.000;	    err32
20250717;	135137;	1752740497.000;	    err32
20250717;	135142;	1752740502.000;	    err32
20250717;	135147;	1752740507.000;	    err32
20250717;	135152;	1752740512.000;	    err32
20250717;	135157;	1752740517.000;	    err32
20250717;	135202;	1752740522.000;	    err32
20250717;	135207;	1752740527.000;	    err32
20250717;	135212;	1752740532.000;	    err32
20250717;	135217;	1752740537.000;	    err32
20250717;	135222;	1752740542.000;	    err32
20250717;	135227;	1752740547.000;	    err32
20250717;	135232;	1752740552.000;	    err32
20250717;	135237;	1752740557.000;	    err32
20250717;	135242;	1752740562.000;	    err32
20250717;	135247;	1752740567.000;	    err32
20250717;	135252;	1752740572.000;	    err32
20250717;	135257;	1752740577.000;	    err32
20250717;	135302;	1752740582.000;	    err32
20250717;	135307;	1752740587.000;	    err32
20250717;	135312;	1752740592.000;	    err32
20250717;	135317;	1752740597.000;	    err32
20250717;	135322;	1752740602.000;	    err32
20250717;	135327;	1752740607.000;	    err32
20250717;	135332;	1752740612.000;	    err32
20250717;	135337;	1752740617.000;	    err32
20250717;	135342;	1752740622.000;	    err32
20250717;	135347;	1752740627.000;	    err32
20250717;	135352;	1752740632.000;	    err32
20250717;	135357;	1752740637.000;	    err32
20250717;	135402;	1752740642.000;	    err32
20250717;	135407;	1752740647.000;	    err32
20250717;	135412;	1752740652.000;	    err32
20250717;	135417;	1752740657.000;	    err32
20250717;	135422;	1752740662.000;	    err32
20250717;	135427;	1752740667.000;	    err32
20250717;	135432;	1752740672.000;	    err32
20250717;	135437;	1752740677.000;	    err32
20250717;	135442;	1752740682.000;	    err32
20250717;	135447;	1752740687.000;	    err32
20250717;	135452;	1752740692.000;	    err32
20250717;	135457;	1752740697.000;	    err32
20250717;	135502;	1752740702.000;	    err32
20250717;	135507;	1752740707.000;	    err32
20250717;	135512;	1752740712.000;	    err32
20250717;	135517;	1752740717.000;	    err32
20250717;	135522;	1752740722.000;	    err32
20250717;	135527;	1752740727.000;	    err32
20250717;	135532;	1752740732.000;	    err32
20250717;	135537;	1752740737.000;	    err32
20250717;	135542;	1752740742.000;	    err32
20250717;	135547;	1752740747.000;	    err32
20250717;	135552;	1752740752.000;	    err32
20250717;	135557;	1752740757.000;	    err32
20250717;	135602;	1752740762.000;	    err32
20250717;	135607;	1752740767.000;	    err32
20250717;	135612;	1752740772.000;	    err32
20250717;	135617;	1752740777.000;	    err32
20250717;	135622;	1752740782.000;	    err32
20250717;	135627;	1752740787.000;	    err32
20250717;	135632;	1752740792.000;	    err32
20250717;	135637;	1752740797.000;	    err32
20250717;	135642;	1752740802.000;	    err32
20250717;	135647;	1752740807.000;	    err32
20250717;	135652;	1752740812.000;	    err32
20250717;	135657;	1752740817.000;	    err32
20250717;	135702;	1752740822.000;	    err32
20250717;	135707;	1752740827.000;	    err32
20250717;	135712;	1752740832.000;	    err32
20250717;	135717;	1752740837.000;	    err32
20250717;	135722;	1752740842.000;	    err32
20250717;	135727;	1752740847.000;	    err32
20250717;	135732;	1752740852.000;	    err32
20250717;	135737;	1752740857.000;	    err32
20250717;	135742;	1752740862.000;	    err32
20250717;	135747;	1752740867.000;	    err32
20250717;	135752;	1752740872.000;	    err32
20250717;	135757;	1752740877.000;	    err32
20250717;	135802;	1752740882.000;	    err32
20250717;	135807;	1752740887.000;	    err32
20250717;	135812;	1752740892.000;	    err32
20250717;	135817;	1752740897.000;	    err32
20250717;	135822;	1752740902.000;	    err32
20250717;	135827;	1752740907.000;	    err32
20250717;	135832;	1752740912.000;	    err32
20250717;	135837;	1752740917.000;	    err32
20250717;	135842;	1752740922.000;	    err32
20250717;	135847;	1752740927.000;	    err32
20250717;	135852;	1752740932.000;	    err32
20250717;	135857;	1752740937.000;	    err32
20250717;	135902;	1752740942.000;	    err32
20250717;	135907;	1752740947.000;	    err32
20250717;	135912;	1752740952.000;	    err32
20250717;	135917;	1752740957.000;	    err32
20250717;	135922;	1752740962.000;	    err32
20250717;	135927;	1752740967.000;	    err32
20250717;	135932;	1752740972.000;	    err32
20250717;	135937;	1752740977.000;	    err32
20250717;	135942;	1752740982.000;	    err32
20250717;	135947;	1752740987.000;	    err32
20250717;	135952;	1752740992.000;	    err32
20250717;	135957;	1752740997.000;	    err32
20250717;	140002;	1752741002.000;	    err32
20250717;	140007;	1752741007.000;	    err32
20250717;	140012;	1752741012.000;	    err32
20250717;	140017;	1752741017.000;	    err32
20250717;	140022;	1752741022.000;	    err32
20250717;	140027;	1752741027.000;	    err32
20250717;	140032;	1752741032.000;	    err32
20250717;	140037;	1752741037.000;	    err32
20250717;	140042;	1752741042.000;	    err32
20250717;	140047;	1752741047.000;	    err32
20250717;	140052;	1752741052.000;	    err32
20250717;	140057;	1752741057.000;	    err32
20250717;	140102;	1752741062.000;	    err32
20250717;	140107;	1752741067.000;	    err32
20250717;	140112;	1752741072.000;	    err32
20250717;	140117;	1752741077.000;	    err32
20250717;	140122;	1752741082.000;	    err32
20250717;	140127;	1752741087.000;	    err32
20250717;	140132;	1752741092.000;	    err32
20250717;	140137;	1752741097.000;	    err32
20250717;	140142;	1752741102.000;	    err32
20250717;	140147;	1752741107.000;	    err32
20250717;	140152;	1752741112.000;	    err32
20250717;	140157;	1752741117.000;	    err32
20250717;	140202;	1752741122.000;	    err32
20250717;	140207;	1752741127.000;	    err32
20250717;	140212;	1752741132.000;	    err32
20250717;	140217;	1752741137.000;	    err32
20250717;	140222;	1752741142.000;	    err32
20250717;	140227;	1752741147.000;	    err32
20250717;	140232;	1752741152.000;	    err32
20250717;	140237;	1752741157.000;	    err32
20250717;	140242;	1752741162.000;	    err32
20250717;	140247;	1752741167.000;	    err32
20250717;	140252;	1752741172.000;	    err32
20250717;	140257;	1752741177.000;	    err32
20250717;	140302;	1752741182.000;	    err32
20250717;	140307;	1752741187.000;	    err32
20250717;	140312;	1752741192.000;	    err32
20250717;	140317;	1752741197.000;	    err32
20250717;	140322;	1752741202.000;	    err32
20250717;	140327;	1752741207.000;	    err32
20250717;	140332;	1752741212.000;	    err32
20250717;	140337;	1752741217.000;	    err32
20250717;	140342;	1752741222.000;	    err32
20250717;	140347;	1752741227.000;	    err32
20250717;	140352;	1752741232.000;	    err32
20250717;	140357;	1752741237.000;	    err32
20250717;	140402;	1752741242.000;	    err32
20250717;	140407;	1752741247.000;	    err32
20250717;	140412;	1752741252.000;	    err32
20250717;	140417;	1752741257.000;	    err32
20250717;	140422;	1752741262.000;	    err32
20250717;	140427;	1752741267.000;	    err32
20250717;	140432;	1752741272.000;	    err32
20250717;	140437;	1752741277.000;	    err32
20250717;	140442;	1752741282.000;	    err32
