#ies_format_version: 1.0
#file: 20250721_1000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 1.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	mdevice1_A_18;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	mdevice1_A_18
20250721;	131124;	1753083684.000;	       err11
20250721;	131125;	1753083685.000;	       err11
20250721;	131126;	1753083686.000;	       err11
20250721;	131127;	1753083687.000;	       err11
20250721;	131128;	1753083688.000;	       err11
20250721;	131129;	1753083689.000;	       err11
20250721;	131130;	1753083690.000;	       err11
20250721;	131131;	1753083691.000;	       err11
20250721;	131132;	1753083692.000;	       err11
20250721;	131133;	1753083693.000;	       err11
20250721;	131134;	1753083694.000;	       err11
20250721;	131135;	1753083695.000;	       err11
20250721;	131136;	1753083696.000;	       err11
20250721;	131137;	1753083697.000;	       err11
20250721;	131138;	1753083698.000;	       err11
20250721;	131139;	1753083699.000;	       err11
20250721;	131140;	1753083700.000;	       err11
20250721;	131141;	1753083701.000;	       err11
20250721;	131142;	1753083702.000;	       err11
20250721;	131143;	1753083703.000;	       err11
20250721;	131144;	1753083704.000;	       err11
20250721;	131145;	1753083705.000;	       err11
20250721;	131146;	1753083706.000;	       err11
20250721;	131147;	1753083707.000;	       err11
20250721;	131148;	1753083708.000;	       err11
20250721;	131149;	1753083709.000;	       err11
20250721;	131150;	1753083710.000;	       err11
20250721;	131151;	1753083711.000;	       err11
20250721;	131152;	1753083712.000;	       err11
20250721;	131153;	1753083713.000;	       err11
20250721;	131154;	1753083714.000;	       err11
20250721;	131155;	1753083715.000;	       err11
20250721;	131156;	1753083716.000;	       err11
20250721;	131157;	1753083717.000;	       err11
20250721;	131158;	1753083718.000;	       err11
20250721;	131159;	1753083719.000;	       err11
20250721;	131200;	1753083720.000;	       err11
20250721;	131201;	1753083721.000;	       err11
20250721;	131202;	1753083722.000;	       err11
20250721;	131203;	1753083723.000;	       err11
20250721;	131204;	1753083724.000;	       err11
20250721;	131205;	1753083725.000;	       err11
20250721;	131206;	1753083726.000;	       err11
20250721;	131207;	1753083727.000;	       err11
20250721;	131208;	1753083728.000;	       err11
20250721;	131209;	1753083729.000;	       err11
20250721;	131210;	1753083730.000;	       err11
20250721;	131211;	1753083731.000;	       err11
20250721;	131212;	1753083732.000;	       err11
20250721;	131213;	1753083733.000;	       err11
20250721;	131214;	1753083734.000;	       err11
20250721;	131215;	1753083735.000;	       err11
20250721;	131216;	1753083736.000;	       err11
20250721;	131217;	1753083737.000;	       err11
20250721;	131218;	1753083738.000;	       err11
20250721;	131219;	1753083739.000;	       err11
20250721;	131220;	1753083740.000;	       err11
20250721;	131221;	1753083741.000;	       err11
20250721;	131222;	1753083742.000;	       err11
20250721;	131223;	1753083743.000;	       err11
20250721;	131224;	1753083744.000;	       err11
20250721;	131225;	1753083745.000;	       err11
20250721;	131226;	1753083746.000;	       err11
20250721;	131227;	1753083747.000;	       err11
20250721;	131228;	1753083748.000;	       err11
20250721;	131229;	1753083749.000;	       err11
20250721;	131230;	1753083750.000;	       err11
20250721;	131231;	1753083751.000;	       err11
20250721;	131232;	1753083752.000;	       err11
20250721;	131233;	1753083753.000;	       err11
20250721;	131234;	1753083754.000;	       err11
20250721;	131235;	1753083755.000;	       err11
20250721;	131236;	1753083756.000;	       err11
20250721;	131237;	1753083757.000;	       err11
20250721;	131238;	1753083758.000;	       err11
20250721;	131239;	1753083759.000;	       err11
20250721;	131240;	1753083760.000;	       err11
20250721;	131241;	1753083761.000;	       err11
20250721;	131242;	1753083762.000;	       err11
20250721;	131243;	1753083763.000;	       err11
20250721;	131244;	1753083764.000;	       err11
20250721;	131245;	1753083765.000;	       err11
20250721;	131246;	1753083766.000;	       err11
20250721;	131247;	1753083767.000;	       err11
20250721;	131248;	1753083768.000;	       err11
20250721;	131249;	1753083769.000;	       err11
20250721;	131250;	1753083770.000;	       err11
20250721;	131251;	1753083771.000;	       err11
20250721;	131252;	1753083772.000;	       err11
20250721;	131253;	1753083773.000;	       err11
20250721;	131254;	1753083774.000;	       err11
20250721;	131255;	1753083775.000;	       err11
20250721;	131256;	1753083776.000;	       err11
20250721;	131257;	1753083777.000;	       err11
20250721;	131258;	1753083778.000;	       err11
20250721;	131259;	1753083779.000;	       err11
20250721;	131300;	1753083780.000;	       err11
20250721;	131301;	1753083781.000;	       err11
20250721;	131302;	1753083782.000;	       err11
20250721;	131303;	1753083783.000;	       err11
20250721;	131304;	1753083784.000;	       err11
20250721;	131305;	1753083785.000;	       err11
20250721;	131306;	1753083786.000;	       err11
20250721;	131307;	1753083787.000;	       err11
20250721;	131308;	1753083788.000;	       err11
20250721;	131309;	1753083789.000;	       err11
20250721;	131310;	1753083790.000;	       err11
20250721;	131311;	1753083791.000;	       err11
20250721;	131312;	1753083792.000;	       err11
20250721;	131313;	1753083793.000;	       err11
20250721;	131314;	1753083794.000;	       err11
20250721;	131315;	1753083795.000;	       err11
20250721;	131316;	1753083796.000;	       err11
20250721;	131317;	1753083797.000;	       err11
20250721;	131318;	1753083798.000;	       err11
20250721;	131319;	1753083799.000;	       err11
20250721;	131320;	1753083800.000;	       err11
20250721;	131321;	1753083801.000;	       err11
20250721;	131322;	1753083802.000;	       err11
20250721;	131323;	1753083803.000;	       err11
20250721;	131324;	1753083804.000;	       err11
20250721;	131325;	1753083805.000;	       err11
20250721;	131326;	1753083806.000;	       err11
20250721;	131327;	1753083807.000;	       err11
20250721;	131328;	1753083808.000;	       err11
20250721;	131329;	1753083809.000;	       err11
20250721;	131330;	1753083810.000;	       err11
20250721;	131331;	1753083811.000;	       err11
20250721;	131332;	1753083812.000;	       err11
20250721;	131333;	1753083813.000;	       err11
20250721;	131334;	1753083814.000;	       err11
20250721;	131335;	1753083815.000;	       err11
20250721;	131336;	1753083816.000;	       err11
20250721;	131337;	1753083817.000;	       err11
20250721;	131338;	1753083818.000;	       err11
20250721;	131339;	1753083819.000;	       err11
20250721;	131340;	1753083820.000;	       err11
20250721;	131341;	1753083821.000;	       err11
20250721;	131342;	1753083822.000;	       err11
20250721;	131343;	1753083823.000;	       err11
20250721;	131344;	1753083824.000;	       err11
20250721;	131345;	1753083825.000;	       err11
20250721;	131346;	1753083826.000;	       err11
20250721;	131347;	1753083827.000;	       err11
20250721;	131348;	1753083828.000;	       err11
20250721;	131349;	1753083829.000;	       err11
20250721;	131350;	1753083830.000;	       err11
20250721;	131351;	1753083831.000;	       err11
20250721;	131352;	1753083832.000;	       err11
20250721;	131353;	1753083833.000;	       err11
20250721;	131354;	1753083834.000;	       err11
20250721;	131355;	1753083835.000;	       err11
20250721;	131356;	1753083836.000;	       err11
20250721;	131357;	1753083837.000;	       err11
20250721;	131358;	1753083838.000;	       err11
20250721;	131359;	1753083839.000;	       err11
20250721;	131400;	1753083840.000;	       err11
20250721;	131401;	1753083841.000;	       err11
20250721;	131402;	1753083842.000;	       err11
20250721;	131403;	1753083843.000;	       err11
20250721;	131404;	1753083844.000;	       err11
20250721;	131405;	1753083845.000;	       err11
20250721;	131406;	1753083846.000;	       err11
20250721;	131407;	1753083847.000;	       err11
20250721;	131408;	1753083848.000;	       err11
20250721;	131409;	1753083849.000;	       err11
20250721;	131410;	1753083850.000;	       err11
20250721;	131411;	1753083851.000;	       err11
20250721;	131412;	1753083852.000;	       err11
20250721;	131413;	1753083853.000;	       err11
20250721;	131414;	1753083854.000;	       err11
20250721;	131415;	1753083855.000;	       err11
20250721;	131416;	1753083856.000;	       err11
20250721;	131417;	1753083857.000;	       err11
20250721;	131418;	1753083858.000;	       err11
20250721;	131419;	1753083859.000;	       err11
20250721;	131420;	1753083860.000;	       err11
20250721;	131421;	1753083861.000;	       err11
20250721;	131422;	1753083862.000;	       err11
20250721;	131423;	1753083863.000;	       err11
20250721;	131424;	1753083864.000;	       err11
20250721;	131425;	1753083865.000;	       err11
20250721;	131426;	1753083866.000;	       err11
20250721;	131427;	1753083867.000;	       err11
20250721;	131428;	1753083868.000;	       err11
20250721;	131429;	1753083869.000;	       err11
20250721;	131430;	1753083870.000;	       err11
20250721;	131431;	1753083871.000;	       err11
20250721;	131432;	1753083872.000;	       err11
20250721;	131433;	1753083873.000;	       err11
20250721;	131434;	1753083874.000;	       err11
20250721;	131435;	1753083875.000;	       err11
20250721;	131436;	1753083876.000;	       err11
20250721;	131437;	1753083877.000;	       err11
20250721;	131438;	1753083878.000;	       err11
20250721;	131439;	1753083879.000;	       err11
20250721;	131440;	1753083880.000;	       err11
20250721;	131441;	1753083881.000;	       err11
20250721;	131442;	1753083882.000;	       err11
20250721;	131443;	1753083883.000;	       err11
20250721;	131444;	1753083884.000;	       err11
20250721;	131445;	1753083885.000;	       err11
20250721;	131446;	1753083886.000;	       err11
20250721;	131447;	1753083887.000;	       err11
20250721;	131448;	1753083888.000;	       err11
20250721;	131449;	1753083889.000;	       err11
20250721;	131450;	1753083890.000;	       err11
20250721;	131451;	1753083891.000;	       err11
20250721;	131452;	1753083892.000;	       err11
20250721;	131453;	1753083893.000;	       err11
20250721;	131454;	1753083894.000;	       err11
20250721;	131455;	1753083895.000;	       err11
20250721;	131456;	1753083896.000;	       err11
20250721;	131457;	1753083897.000;	       err11
20250721;	131458;	1753083898.000;	       err11
20250721;	131459;	1753083899.000;	       err11
20250721;	131500;	1753083900.000;	       err11
20250721;	131501;	1753083901.000;	       err11
20250721;	131502;	1753083902.000;	       err11
20250721;	131503;	1753083903.000;	       err11
20250721;	131504;	1753083904.000;	       err11
20250721;	131505;	1753083905.000;	       err11
20250721;	131506;	1753083906.000;	       err11
20250721;	131507;	1753083907.000;	       err11
20250721;	131508;	1753083908.000;	       err11
20250721;	131509;	1753083909.000;	       err11
20250721;	131510;	1753083910.000;	       err11
20250721;	131511;	1753083911.000;	       err11
20250721;	131512;	1753083912.000;	       err11
20250721;	131513;	1753083913.000;	       err11
20250721;	131514;	1753083914.000;	       err11
20250721;	131515;	1753083915.000;	       err11
20250721;	131516;	1753083916.000;	       err11
20250721;	131517;	1753083917.000;	       err11
20250721;	131518;	1753083918.000;	       err11
20250721;	131519;	1753083919.000;	       err11
20250721;	131520;	1753083920.000;	       err11
20250721;	131521;	1753083921.000;	       err11
20250721;	131522;	1753083922.000;	       err11
20250721;	131523;	1753083923.000;	       err11
20250721;	131524;	1753083924.000;	       err11
20250721;	131525;	1753083925.000;	       err11
20250721;	131526;	1753083926.000;	       err11
20250721;	131527;	1753083927.000;	       err11
20250721;	131528;	1753083928.000;	       err11
20250721;	131529;	1753083929.000;	       err11
20250721;	131530;	1753083930.000;	       err11
20250721;	131531;	1753083931.000;	       err11
20250721;	131532;	1753083932.000;	       err11
20250721;	131533;	1753083933.000;	       err11
20250721;	131534;	1753083934.000;	       err11
20250721;	131535;	1753083935.000;	       err11
20250721;	131536;	1753083936.000;	       err11
20250721;	131537;	1753083937.000;	       err11
20250721;	131538;	1753083938.000;	       err11
20250721;	131539;	1753083939.000;	       err11
20250721;	131540;	1753083940.000;	       err11
20250721;	131541;	1753083941.000;	       err11
20250721;	131542;	1753083942.000;	       err11
20250721;	131543;	1753083943.000;	       err11
20250721;	131544;	1753083944.000;	       err11
20250721;	131545;	1753083945.000;	       err11
20250721;	131546;	1753083946.000;	       err11
20250721;	131547;	1753083947.000;	       err11
20250721;	131548;	1753083948.000;	       err11
20250721;	131549;	1753083949.000;	       err11
20250721;	131550;	1753083950.000;	       err11
20250721;	131551;	1753083951.000;	       err11
20250721;	131552;	1753083952.000;	       err11
20250721;	131553;	1753083953.000;	       err11
20250721;	131554;	1753083954.000;	       err11
20250721;	131555;	1753083955.000;	       err11
20250721;	131556;	1753083956.000;	       err11
20250721;	131557;	1753083957.000;	       err11
20250721;	131558;	1753083958.000;	       err11
20250721;	131559;	1753083959.000;	       err11
20250721;	131600;	1753083960.000;	       err11
20250721;	131601;	1753083961.000;	       err11
20250721;	131602;	1753083962.000;	       err11
20250721;	131603;	1753083963.000;	       err11
20250721;	131604;	1753083964.000;	       err11
20250721;	131605;	1753083965.000;	       err11
20250721;	131606;	1753083966.000;	       err11
20250721;	131607;	1753083967.000;	       err11
20250721;	131608;	1753083968.000;	       err11
20250721;	131609;	1753083969.000;	       err11
20250721;	131610;	1753083970.000;	       err11
20250721;	131611;	1753083971.000;	       err11
20250721;	131612;	1753083972.000;	       err11
20250721;	131613;	1753083973.000;	       err11
20250721;	131614;	1753083974.000;	       err11
20250721;	131615;	1753083975.000;	       err11
20250721;	131616;	1753083976.000;	       err11
20250721;	131617;	1753083977.000;	       err11
20250721;	131618;	1753083978.000;	       err11
20250721;	131619;	1753083979.000;	       err11
20250721;	131620;	1753083980.000;	       err11
20250721;	131621;	1753083981.000;	       err11
20250721;	131622;	1753083982.000;	       err11
20250721;	131623;	1753083983.000;	       err11
20250721;	131624;	1753083984.000;	       err11
20250721;	131625;	1753083985.000;	       err11
20250721;	131626;	1753083986.000;	       err11
20250721;	131627;	1753083987.000;	       err11
20250721;	131628;	1753083988.000;	       err11
20250721;	131629;	1753083989.000;	       err11
20250721;	131630;	1753083990.000;	       err11
20250721;	131631;	1753083991.000;	       err11
20250721;	131632;	1753083992.000;	       err11
20250721;	131633;	1753083993.000;	       err11
20250721;	131634;	1753083994.000;	       err11
20250721;	131635;	1753083995.000;	       err11
20250721;	131636;	1753083996.000;	       err11
20250721;	131637;	1753083997.000;	       err11
20250721;	131638;	1753083998.000;	       err11
20250721;	131639;	1753083999.000;	       err11
20250721;	131640;	1753084000.000;	       err11
20250721;	131641;	1753084001.000;	       err11
20250721;	131642;	1753084002.000;	       err11
20250721;	131643;	1753084003.000;	       err11
20250721;	131644;	1753084004.000;	       err11
20250721;	131645;	1753084005.000;	       err11
20250721;	131646;	1753084006.000;	       err11
20250721;	131647;	1753084007.000;	       err11
20250721;	131648;	1753084008.000;	       err11
20250721;	131649;	1753084009.000;	       err11
20250721;	131650;	1753084010.000;	       err11
20250721;	131651;	1753084011.000;	       err11
20250721;	131652;	1753084012.000;	       err11
20250721;	131653;	1753084013.000;	       err11
20250721;	131654;	1753084014.000;	       err11
20250721;	131655;	1753084015.000;	       err11
20250721;	131656;	1753084016.000;	       err11
20250721;	131657;	1753084017.000;	       err11
20250721;	131658;	1753084018.000;	       err11
20250721;	131659;	1753084019.000;	       err11
20250721;	131700;	1753084020.000;	       err11
20250721;	131701;	1753084021.000;	       err11
20250721;	131702;	1753084022.000;	       err11
20250721;	131703;	1753084023.000;	       err11
20250721;	131704;	1753084024.000;	       err11
20250721;	131705;	1753084025.000;	       err11
20250721;	131706;	1753084026.000;	       err11
20250721;	131707;	1753084027.000;	       err11
20250721;	131708;	1753084028.000;	       err11
20250721;	131709;	1753084029.000;	       err11
20250721;	131710;	1753084030.000;	       err11
20250721;	131711;	1753084031.000;	       err11
20250721;	131712;	1753084032.000;	       err11
20250721;	131713;	1753084033.000;	       err11
20250721;	131714;	1753084034.000;	       err11
20250721;	131715;	1753084035.000;	       err11
20250721;	131716;	1753084036.000;	       err11
20250721;	131717;	1753084037.000;	       err11
20250721;	131718;	1753084038.000;	       err11
20250721;	131719;	1753084039.000;	       err11
20250721;	131720;	1753084040.000;	       err11
20250721;	131721;	1753084041.000;	       err11
20250721;	131722;	1753084042.000;	       err11
20250721;	131723;	1753084043.000;	       err11
20250721;	131724;	1753084044.000;	       err11
20250721;	131725;	1753084045.000;	       err11
20250721;	131726;	1753084046.000;	       err11
20250721;	131727;	1753084047.000;	       err11
20250721;	131728;	1753084048.000;	       err11
20250721;	131729;	1753084049.000;	       err11
20250721;	131730;	1753084050.000;	       err11
20250721;	131731;	1753084051.000;	       err11
20250721;	131732;	1753084052.000;	       err11
20250721;	131733;	1753084053.000;	       err11
20250721;	131734;	1753084054.000;	       err11
20250721;	131735;	1753084055.000;	       err11
20250721;	131736;	1753084056.000;	       err11
20250721;	131737;	1753084057.000;	       err11
20250721;	131738;	1753084058.000;	       err11
20250721;	131739;	1753084059.000;	       err11
20250721;	131740;	1753084060.000;	       err11
20250721;	131741;	1753084061.000;	       err11
20250721;	131742;	1753084062.000;	       err11
20250721;	131743;	1753084063.000;	       err11
20250721;	131744;	1753084064.000;	       err11
20250721;	131745;	1753084065.000;	       err11
20250721;	131746;	1753084066.000;	       err11
20250721;	131747;	1753084067.000;	       err11
20250721;	131748;	1753084068.000;	       err11
20250721;	131749;	1753084069.000;	       err11
20250721;	131750;	1753084070.000;	       err11
20250721;	131751;	1753084071.000;	       err11
20250721;	131752;	1753084072.000;	       err11
20250721;	131753;	1753084073.000;	       err11
20250721;	131754;	1753084074.000;	       err11
20250721;	131755;	1753084075.000;	       err11
20250721;	131756;	1753084076.000;	       err11
20250721;	131757;	1753084077.000;	       err11
20250721;	131758;	1753084078.000;	       err11
20250721;	131759;	1753084079.000;	       err11
20250721;	131800;	1753084080.000;	       err11
20250721;	131801;	1753084081.000;	       err11
20250721;	131802;	1753084082.000;	       err11
20250721;	131803;	1753084083.000;	       err11
20250721;	131804;	1753084084.000;	       err11
20250721;	131805;	1753084085.000;	       err11
20250721;	131806;	1753084086.000;	       err11
20250721;	131807;	1753084087.000;	       err11
20250721;	131808;	1753084088.000;	       err11
20250721;	131809;	1753084089.000;	       err11
20250721;	131810;	1753084090.000;	       err11
20250721;	131811;	1753084091.000;	       err11
20250721;	131812;	1753084092.000;	       err11
20250721;	131813;	1753084093.000;	       err11
20250721;	131814;	1753084094.000;	       err11
20250721;	131815;	1753084095.000;	       err11
20250721;	131816;	1753084096.000;	       err11
20250721;	131817;	1753084097.000;	       err11
20250721;	131818;	1753084098.000;	       err11
20250721;	131819;	1753084099.000;	       err11
20250721;	131820;	1753084100.000;	       err11
20250721;	131821;	1753084101.000;	       err11
20250721;	131822;	1753084102.000;	       err11
20250721;	131823;	1753084103.000;	       err11
20250721;	131824;	1753084104.000;	       err11
20250721;	131825;	1753084105.000;	       err11
20250721;	131826;	1753084106.000;	       err11
20250721;	131827;	1753084107.000;	       err11
20250721;	131828;	1753084108.000;	       err11
20250721;	131829;	1753084109.000;	       err11
20250721;	131830;	1753084110.000;	       err11
20250721;	131831;	1753084111.000;	       err11
20250721;	131832;	1753084112.000;	       err11
20250721;	131833;	1753084113.000;	       err11
20250721;	131834;	1753084114.000;	       err11
20250721;	131835;	1753084115.000;	       err11
20250721;	131836;	1753084116.000;	       err11
20250721;	131837;	1753084117.000;	       err11
20250721;	131838;	1753084118.000;	       err11
20250721;	131839;	1753084119.000;	       err11
20250721;	131840;	1753084120.000;	       err11
20250721;	131841;	1753084121.000;	       err11
20250721;	131842;	1753084122.000;	       err11
20250721;	131843;	1753084123.000;	       err11
20250721;	131844;	1753084124.000;	       err11
20250721;	131845;	1753084125.000;	       err11
20250721;	131846;	1753084126.000;	       err11
20250721;	131847;	1753084127.000;	       err11
20250721;	131848;	1753084128.000;	       err11
20250721;	131849;	1753084129.000;	       err11
20250721;	131850;	1753084130.000;	       err11
20250721;	131851;	1753084131.000;	       err11
20250721;	131852;	1753084132.000;	       err11
20250721;	131853;	1753084133.000;	       err11
20250721;	131854;	1753084134.000;	       err11
20250721;	131855;	1753084135.000;	       err11
20250721;	131856;	1753084136.000;	       err11
20250721;	131857;	1753084137.000;	       err11
20250721;	131858;	1753084138.000;	       err11
20250721;	131859;	1753084139.000;	       err11
20250721;	131900;	1753084140.000;	       err11
20250721;	131901;	1753084141.000;	       err11
20250721;	131902;	1753084142.000;	       err11
20250721;	131903;	1753084143.000;	       err11
20250721;	131904;	1753084144.000;	       err11
20250721;	131905;	1753084145.000;	       err11
20250721;	131906;	1753084146.000;	       err11
20250721;	131907;	1753084147.000;	       err11
20250721;	131908;	1753084148.000;	       err11
20250721;	131909;	1753084149.000;	       err11
20250721;	131910;	1753084150.000;	       err11
20250721;	131911;	1753084151.000;	       err11
20250721;	131912;	1753084152.000;	       err11
20250721;	131913;	1753084153.000;	       err11
20250721;	131914;	1753084154.000;	       err11
20250721;	131915;	1753084155.000;	       err11
20250721;	131916;	1753084156.000;	       err11
20250721;	131917;	1753084157.000;	       err11
20250721;	131918;	1753084158.000;	       err11
20250721;	131919;	1753084159.000;	       err11
20250721;	131920;	1753084160.000;	       err11
20250721;	131921;	1753084161.000;	       err11
20250721;	131922;	1753084162.000;	       err11
20250721;	131923;	1753084163.000;	       err11
20250721;	131924;	1753084164.000;	       err11
20250721;	131925;	1753084165.000;	       err11
20250721;	131926;	1753084166.000;	       err11
20250721;	131927;	1753084167.000;	       err11
20250721;	131928;	1753084168.000;	       err11
20250721;	131929;	1753084169.000;	       err11
20250721;	131930;	1753084170.000;	       err11
20250721;	131931;	1753084171.000;	       err11
20250721;	131932;	1753084172.000;	       err11
20250721;	131933;	1753084173.000;	       err11
20250721;	131934;	1753084174.000;	       err11
20250721;	131935;	1753084175.000;	       err11
20250721;	131936;	1753084176.000;	       err11
20250721;	131937;	1753084177.000;	       err11
20250721;	131938;	1753084178.000;	       err11
20250721;	131939;	1753084179.000;	       err11
20250721;	131940;	1753084180.000;	       err11
20250721;	131941;	1753084181.000;	       err11
20250721;	131942;	1753084182.000;	       err11
20250721;	131943;	1753084183.000;	       err11
20250721;	131944;	1753084184.000;	       err11
20250721;	131945;	1753084185.000;	       err11
20250721;	131946;	1753084186.000;	       err11
20250721;	131947;	1753084187.000;	       err11
20250721;	131948;	1753084188.000;	       err11
20250721;	131949;	1753084189.000;	       err11
20250721;	131950;	1753084190.000;	       err11
20250721;	131951;	1753084191.000;	       err11
20250721;	131952;	1753084192.000;	       err11
20250721;	131953;	1753084193.000;	       err11
20250721;	131954;	1753084194.000;	       err11
20250721;	131955;	1753084195.000;	       err11
20250721;	131956;	1753084196.000;	       err11
20250721;	131957;	1753084197.000;	       err11
20250721;	131958;	1753084198.000;	       err11
20250721;	131959;	1753084199.000;	       err11
20250721;	132000;	1753084200.000;	       err11
20250721;	132001;	1753084201.000;	       err11
20250721;	132002;	1753084202.000;	       err11
20250721;	132003;	1753084203.000;	       err11
20250721;	132004;	1753084204.000;	       err11
20250721;	132005;	1753084205.000;	       err11
20250721;	132006;	1753084206.000;	       err11
20250721;	132007;	1753084207.000;	       err11
20250721;	132008;	1753084208.000;	       err11
20250721;	132009;	1753084209.000;	       err11
20250721;	132010;	1753084210.000;	       err11
20250721;	132011;	1753084211.000;	       err11
20250721;	132012;	1753084212.000;	       err11
20250721;	132013;	1753084213.000;	       err11
20250721;	132014;	1753084214.000;	       err11
20250721;	132015;	1753084215.000;	       err11
20250721;	132016;	1753084216.000;	       err11
20250721;	132017;	1753084217.000;	       err11
20250721;	132018;	1753084218.000;	       err11
20250721;	132019;	1753084219.000;	       err11
20250721;	132020;	1753084220.000;	       err11
20250721;	132021;	1753084221.000;	       err11
20250721;	132022;	1753084222.000;	       err11
20250721;	132023;	1753084223.000;	       err11
20250721;	132024;	1753084224.000;	       err11
20250721;	132025;	1753084225.000;	       err11
20250721;	132026;	1753084226.000;	       err11
20250721;	132027;	1753084227.000;	       err11
20250721;	132028;	1753084228.000;	       err11
20250721;	132029;	1753084229.000;	       err11
20250721;	132030;	1753084230.000;	       err11
20250721;	132031;	1753084231.000;	       err11
20250721;	132032;	1753084232.000;	       err11
20250721;	132033;	1753084233.000;	       err11
20250721;	132034;	1753084234.000;	       err11
20250721;	132035;	1753084235.000;	       err11
20250721;	132036;	1753084236.000;	       err11
20250721;	132037;	1753084237.000;	       err11
20250721;	132038;	1753084238.000;	       err11
20250721;	132039;	1753084239.000;	       err11
20250721;	132040;	1753084240.000;	       err11
20250721;	132041;	1753084241.000;	       err11
20250721;	132042;	1753084242.000;	       err11
20250721;	132043;	1753084243.000;	       err11
20250721;	132044;	1753084244.000;	       err11
20250721;	132045;	1753084245.000;	       err11
20250721;	132046;	1753084246.000;	       err11
20250721;	132047;	1753084247.000;	       err11
20250721;	132048;	1753084248.000;	       err11
20250721;	132049;	1753084249.000;	       err11
20250721;	132050;	1753084250.000;	       err11
20250721;	132051;	1753084251.000;	       err11
20250721;	132052;	1753084252.000;	       err11
20250721;	132053;	1753084253.000;	       err11
20250721;	132054;	1753084254.000;	       err11
20250721;	132055;	1753084255.000;	       err11
20250721;	132056;	1753084256.000;	       err11
20250721;	132057;	1753084257.000;	       err11
20250721;	132058;	1753084258.000;	       err11
20250721;	132059;	1753084259.000;	       err11
20250721;	132100;	1753084260.000;	       err11
20250721;	132101;	1753084261.000;	       err11
20250721;	132102;	1753084262.000;	       err11
20250721;	132103;	1753084263.000;	       err11
20250721;	132104;	1753084264.000;	       err11
20250721;	132105;	1753084265.000;	       err11
20250721;	132106;	1753084266.000;	       err11
20250721;	132107;	1753084267.000;	       err11
20250721;	132108;	1753084268.000;	       err11
20250721;	132109;	1753084269.000;	       err11
20250721;	132110;	1753084270.000;	       err11
20250721;	132111;	1753084271.000;	       err11
20250721;	132112;	1753084272.000;	       err11
20250721;	132113;	1753084273.000;	       err11
20250721;	132114;	1753084274.000;	       err11
20250721;	132115;	1753084275.000;	       err11
20250721;	132116;	1753084276.000;	       err11
20250721;	132117;	1753084277.000;	       err11
20250721;	132118;	1753084278.000;	       err11
20250721;	132119;	1753084279.000;	       err11
20250721;	132120;	1753084280.000;	       err11
20250721;	132121;	1753084281.000;	       err11
20250721;	132122;	1753084282.000;	       err11
20250721;	132123;	1753084283.000;	       err11
20250721;	132124;	1753084284.000;	       err11
20250721;	132125;	1753084285.000;	       err11
20250721;	132126;	1753084286.000;	       err11
20250721;	132127;	1753084287.000;	       err11
20250721;	132128;	1753084288.000;	       err11
20250721;	132129;	1753084289.000;	       err11
20250721;	132130;	1753084290.000;	       err11
20250721;	132131;	1753084291.000;	       err11
20250721;	132132;	1753084292.000;	       err11
20250721;	132133;	1753084293.000;	       err11
20250721;	132134;	1753084294.000;	       err11
20250721;	132135;	1753084295.000;	       err11
20250721;	132136;	1753084296.000;	       err11
20250721;	132137;	1753084297.000;	       err11
20250721;	132138;	1753084298.000;	       err11
20250721;	132139;	1753084299.000;	       err11
20250721;	132140;	1753084300.000;	       err11
20250721;	132141;	1753084301.000;	       err11
20250721;	132142;	1753084302.000;	       err11
20250721;	132143;	1753084303.000;	       err11
20250721;	132144;	1753084304.000;	       err11
20250721;	132145;	1753084305.000;	       err11
20250721;	132146;	1753084306.000;	       err11
20250721;	132147;	1753084307.000;	       err11
20250721;	132148;	1753084308.000;	       err11
20250721;	132149;	1753084309.000;	       err11
20250721;	132150;	1753084310.000;	       err11
20250721;	132151;	1753084311.000;	       err11
20250721;	132152;	1753084312.000;	       err11
20250721;	132153;	1753084313.000;	       err11
20250721;	132154;	1753084314.000;	       err11
20250721;	132155;	1753084315.000;	       err11
20250721;	132156;	1753084316.000;	       err11
20250721;	132157;	1753084317.000;	       err11
20250721;	132158;	1753084318.000;	       err11
20250721;	132159;	1753084319.000;	       err11
20250721;	132200;	1753084320.000;	       err11
20250721;	132201;	1753084321.000;	       err11
20250721;	132202;	1753084322.000;	       err11
20250721;	132203;	1753084323.000;	       err11
20250721;	132204;	1753084324.000;	       err11
20250721;	132205;	1753084325.000;	       err11
20250721;	132206;	1753084326.000;	       err11
20250721;	132207;	1753084327.000;	       err11
20250721;	132208;	1753084328.000;	       err11
20250721;	132209;	1753084329.000;	       err11
20250721;	132210;	1753084330.000;	       err11
20250721;	132211;	1753084331.000;	       err11
20250721;	132212;	1753084332.000;	       err11
20250721;	132213;	1753084333.000;	       err11
20250721;	132214;	1753084334.000;	       err11
